timestamp,day,VOLCANIC_ROCK,VOLCANIC_ROCK_VOUCHER_9500,VOLCANIC_ROCK_VOUCHER_9750,VOLCANIC_ROCK_VOUCHER_10000,VOLCANIC_ROCK_VOUCHER_10250,VOLCANIC_ROCK_VOUCHER_10500
3900,3,10165.0,665.5,416.5,180.5,36.5,3.5
4000,3,10163.0,663.5,414.5,181.5,35.5,3.5
4100,3,10163.0,663.0,413.5,181.0,35.5,3.5
4200,3,10161.5,661.5,412.5,181.5,34.5,3.5
4300,3,10157.5,657.5,409.5,176.5,33.5,3.5
4400,3,10157.0,657.5,408.5,172.5,33.5,3.5
4500,3,10157.5,658.5,409.5,177.5,33.5,3.5
4600,3,10160.0,660.5,411.5,177.5,34.5,3.5
4700,3,10162.5,662.5,413.5,177.5,35.5,3.5
4800,3,10160.5,660.5,412.5,179.5,34.5,3.5
4900,3,10159.0,659.5,410.5,175.5,34.5,3.5
5000,3,10157.5,657.5,408.5,179.5,33.5,3.5
5100,3,10159.0,659.0,410.5,179.5,34.5,3.5
5200,3,10153.5,653.5,405.5,171.5,32.5,3.5
5300,3,10158.0,658.5,409.5,175.5,33.5,3.5
5400,3,10160.0,660.0,411.5,176.5,34.5,3.5
5500,3,10159.0,659.5,410.5,176.5,34.5,3.5
5600,3,10159.5,659.5,411.5,174.5,34.5,3.5
5700,3,10159.5,660.5,411.5,179.5,34.5,3.5
5800,3,10158.5,659.0,410.5,177.5,34.5,3.5
5900,3,10157.5,657.5,408.5,173.5,33.5,3.5
6000,3,10160.0,660.5,412.5,180.5,34.5,3.5
6100,3,10160.0,660.5,411.5,180.5,34.5,3.5
6200,3,10157.5,657.5,408.5,179.5,33.5,3.5
6300,3,10157.5,657.5,409.5,174.5,33.5,3.5
6400,3,10155.5,655.5,406.5,174.5,33.5,3.5
6500,3,10156.5,656.5,408.5,174.5,33.5,3.5
6600,3,10157.0,657.5,408.5,175.5,33.5,3.5
6700,3,10158.5,659.5,410.0,177.5,34.5,3.5
6800,3,10160.5,661.0,412.5,177.5,34.5,3.5
6900,3,10161.5,661.5,413.5,179.0,34.5,3.5
7000,3,10159.5,659.5,410.5,178.5,34.5,3.5
7100,3,10160.0,660.5,411.5,179.5,34.5,3.5
7200,3,10157.5,657.5,409.5,176.5,33.5,3.5
7300,3,10158.0,658.5,408.5,172.5,33.5,3.5
7400,3,10161.0,661.5,412.5,181.5,34.5,3.5
7500,3,10163.5,663.5,414.5,182.5,35.5,3.5
7600,3,10168.0,668.5,419.5,183.5,36.5,3.5
7700,3,10164.5,664.5,416.5,179.5,35.5,3.5
7800,3,10164.5,665.0,416.5,181.5,35.5,3.5
7900,3,10166.5,666.5,417.5,182.5,36.5,3.5
8000,3,10165.0,665.5,416.5,183.5,35.5,3.5
8100,3,10165.0,665.0,416.5,184.5,35.5,3.5
8200,3,10163.0,663.5,414.5,179.5,35.5,3.5
8300,3,10161.0,661.5,412.5,179.5,34.5,3.5
8400,3,10163.0,663.5,414.5,182.5,35.5,3.5
8500,3,10169.5,670.0,420.5,186.5,37.5,3.5
8600,3,10168.5,668.5,419.5,183.5,37.5,3.5
8700,3,10165.0,665.5,416.5,184.5,35.5,3.5
8800,3,10166.0,666.5,417.5,183.5,36.5,3.5
8900,3,10164.0,664.5,415.5,183.5,35.5,3.5
9000,3,10160.0,660.5,411.5,176.5,34.5,3.5
9100,3,10162.0,662.5,413.5,179.5,35.5,3.5
9200,3,10162.0,662.5,413.5,180.5,35.5,3.5
9300,3,10163.5,663.5,415.5,178.5,35.5,3.5
9400,3,10163.5,664.0,414.5,178.5,35.5,3.5
9500,3,10157.5,658.0,408.5,176.5,33.5,3.5
9600,3,10158.5,658.5,409.5,174.5,34.5,3.5
9700,3,10159.0,659.5,410.5,177.5,34.5,3.5
9800,3,10160.5,660.5,412.5,179.5,34.5,3.5
9900,3,10162.0,662.5,414.5,180.5,35.5,3.5
10000,3,10162.5,662.5,413.5,180.5,35.5,3.5
10100,3,10162.0,662.5,413.5,179.5,35.5,3.5
10200,3,10162.5,662.5,414.5,181.5,35.5,3.5
10300,3,10161.5,661.5,413.5,180.5,34.5,3.5
10400,3,10161.0,661.5,412.5,175.5,34.5,3.5
10500,3,10164.0,664.5,415.5,185.5,35.5,3.5
10600,3,10165.5,665.5,416.5,182.5,36.5,3.5
10700,3,10164.0,664.5,415.5,178.5,35.5,3.5
10800,3,10166.5,666.5,417.5,183.5,36.5,3.5
10900,3,10164.5,664.5,416.5,180.5,35.5,3.5
11000,3,10166.0,666.5,417.5,182.5,36.5,3.5
11100,3,10163.0,663.5,414.5,179.5,35.5,3.5
11200,3,10162.5,662.5,413.5,181.5,35.5,3.5
11300,3,10160.5,660.5,412.5,178.5,34.5,3.5
11400,3,10160.5,660.5,411.5,181.5,34.5,3.5
11500,3,10163.0,663.5,414.5,183.5,35.5,3.5
11600,3,10162.0,661.5,413.0,180.5,35.5,3.5
11700,3,10162.0,662.5,413.5,179.5,35.5,3.5
11800,3,10157.5,658.5,409.5,174.5,33.5,3.5
11900,3,10147.0,647.5,398.5,165.5,30.5,2.5
12000,3,10137.5,638.5,389.5,160.5,28.5,2.5
12100,3,10143.5,644.0,395.5,166.5,29.5,2.5
12200,3,10151.0,651.0,402.5,169.5,31.5,3.5
12300,3,10150.5,650.5,402.5,168.5,31.5,3.5
12400,3,10145.0,645.5,396.5,164.5,30.5,2.5
12500,3,10139.5,640.5,392.5,158.5,28.5,2.5
12600,3,10127.5,627.5,380.5,152.5,25.5,2.5
12700,3,10122.0,622.5,374.5,150.5,24.5,2.5
12800,3,10113.0,613.5,364.5,138.5,22.5,2.5
12900,3,10114.5,614.5,366.5,143.5,22.5,2.5
13000,3,10122.0,622.5,374.5,146.5,24.5,2.5
13100,3,10120.0,620.5,372.0,146.5,23.5,2.5
13200,3,10122.5,622.5,374.5,149.5,24.5,2.5
13300,3,10113.5,613.5,365.5,137.5,22.5,2.5
13400,3,10113.0,613.5,365.5,142.5,22.5,2.5
13500,3,10112.5,613.5,365.0,139.5,22.5,2.5
13600,3,10115.0,615.5,366.5,141.5,22.5,2.5
13700,3,10120.0,620.5,372.5,146.5,24.5,2.5
13800,3,10121.5,622.0,373.5,145.5,24.5,2.5
13900,3,10118.0,618.5,370.5,144.5,23.5,2.5
14000,3,10117.5,618.5,369.5,145.5,23.5,2.5
14100,3,10121.0,620.5,372.5,149.5,24.5,2.5
14200,3,10123.0,623.5,375.5,148.5,24.5,2.5
14300,3,10129.0,629.5,382.5,153.5,26.5,2.5
14400,3,10127.5,628.0,379.5,149.5,25.5,2.5
14500,3,10125.0,625.5,377.5,149.5,24.5,2.5
14600,3,10127.5,627.5,379.5,151.5,25.5,2.5
14700,3,10126.0,626.5,377.5,149.5,25.5,2.5
14800,3,10124.0,624.5,376.5,146.5,24.5,2.5
14900,3,10124.0,624.5,376.5,151.5,24.5,2.5
15000,3,10125.5,625.5,377.5,150.5,25.5,2.5
15100,3,10129.0,629.5,381.5,152.5,26.5,2.5
15200,3,10128.0,628.5,379.5,151.5,25.5,2.5
15300,3,10127.0,627.5,378.5,154.5,25.5,2.5
15400,3,10130.5,631.0,382.5,153.5,26.5,2.5
15500,3,10132.0,632.5,384.5,153.5,26.5,2.5
15600,3,10133.0,633.0,385.0,154.5,26.5,2.5
15700,3,10133.0,633.5,385.5,158.5,26.5,2.5
15800,3,10132.0,632.5,384.5,155.5,26.5,2.5
15900,3,10129.0,629.5,381.5,153.5,25.5,2.5
16000,3,10130.5,630.5,382.5,156.5,26.5,2.5
16100,3,10129.5,630.0,381.5,153.5,26.5,2.5
16200,3,10130.5,630.5,382.5,154.0,26.5,2.5
16300,3,10132.5,632.5,384.5,160.5,26.5,2.5
16400,3,10135.5,635.5,387.5,155.5,27.5,2.5
16500,3,10139.0,639.5,390.5,159.5,28.5,2.5
16600,3,10139.0,639.5,391.5,160.5,28.5,2.5
16700,3,10139.5,639.5,390.5,160.5,28.5,2.5
16800,3,10143.0,643.5,394.5,165.5,29.5,2.5
16900,3,10144.5,644.5,396.5,165.5,29.5,2.5
17000,3,10148.5,648.5,400.5,166.5,30.5,2.5
17100,3,10149.0,649.5,400.5,169.5,31.5,2.5
17200,3,10148.0,648.5,399.5,170.5,30.5,2.5
17300,3,10146.0,646.5,397.5,165.5,30.5,2.5
17400,3,10144.5,644.5,396.5,166.5,29.5,2.5
17500,3,10144.0,644.5,395.5,164.5,29.5,2.5
17600,3,10139.0,639.0,390.0,158.0,28.0,2.0
17700,3,10138.0,638.5,389.5,162.5,28.5,2.5
17800,3,10136.0,636.0,387.5,160.5,27.5,2.5
17900,3,10137.0,637.5,388.5,159.5,28.5,2.5
18000,3,10137.0,637.5,388.5,158.5,28.5,2.5
18100,3,10137.5,638.0,389.5,159.5,28.5,2.5
18200,3,10138.0,638.5,389.5,162.5,28.5,2.5
18300,3,10135.5,635.5,387.5,159.5,27.5,2.5
18400,3,10133.5,633.5,385.5,156.5,27.5,2.5
18500,3,10134.5,635.0,386.5,155.5,27.5,2.5
18600,3,10132.5,632.5,384.5,156.5,26.5,2.5
18700,3,10133.0,633.5,384.5,157.5,27.5,2.5
18800,3,10133.5,633.5,385.0,159.5,27.5,2.5
18900,3,10134.5,634.5,386.5,156.5,27.5,2.5
19000,3,10135.5,635.5,388.5,158.5,27.5,2.5
19100,3,10130.0,630.5,381.5,155.5,26.5,2.5
19200,3,10132.0,632.5,383.5,154.5,26.5,2.5
19300,3,10135.0,635.5,386.5,159.5,27.5,2.5
19400,3,10136.0,636.5,388.5,157.5,27.5,2.5
19500,3,10135.0,635.5,387.5,156.5,27.5,2.5
19600,3,10134.0,634.5,385.5,154.5,27.5,2.5
19700,3,10136.0,636.0,388.0,159.0,27.0,2.0
19800,3,10138.5,638.5,389.5,161.5,28.5,2.5
19900,3,10144.5,644.5,395.5,166.5,30.5,2.5
20000,3,10141.0,641.0,393.0,162.5,29.5,2.5
20100,3,10144.5,644.5,396.5,165.5,30.5,2.5
20200,3,10143.0,643.5,394.5,165.5,29.5,2.5
20300,3,10145.5,645.5,397.5,167.5,30.5,2.5
20400,3,10145.0,645.5,397.5,163.5,30.5,2.5
20500,3,10145.5,645.5,397.5,166.5,30.5,2.5
20600,3,10141.5,641.5,393.5,165.5,29.5,2.5
20700,3,10142.5,642.5,393.5,160.5,29.5,2.5
20800,3,10140.5,640.5,392.5,164.5,29.5,2.5
20900,3,10141.5,641.5,393.5,159.5,29.5,2.5
21000,3,10143.5,643.5,394.5,163.5,29.5,2.5
21100,3,10144.0,644.5,396.0,163.5,29.5,2.5
21200,3,10144.0,644.5,395.5,167.5,29.5,2.5
21300,3,10144.5,644.5,396.5,165.5,30.5,2.5
21400,3,10147.0,647.5,398.5,164.5,30.5,2.5
21500,3,10146.5,646.5,398.5,164.5,30.5,2.5
21600,3,10149.5,650.0,401.5,171.5,31.5,3.5
21700,3,10148.0,648.5,399.5,172.5,30.5,2.5
21800,3,10141.5,641.5,393.5,162.5,29.5,2.5
21900,3,10144.5,644.5,396.5,163.5,30.5,2.5
22000,3,10142.5,642.5,394.5,163.5,29.5,2.5
22100,3,10140.5,640.5,392.5,164.5,28.5,2.5
22200,3,10140.5,640.5,392.5,158.5,28.5,2.5
22300,3,10136.5,637.0,388.5,162.5,28.5,2.5
22400,3,10137.5,637.5,389.5,157.5,28.5,2.5
22500,3,10138.5,638.5,390.5,157.5,28.5,2.5
22600,3,10138.5,638.5,390.5,160.5,28.5,2.5
22700,3,10142.0,642.5,393.5,163.5,29.5,2.5
22800,3,10140.5,641.0,392.5,163.5,29.5,2.5
22900,3,10141.0,641.5,392.5,163.0,29.5,2.5
23000,3,10141.5,641.0,393.0,161.0,29.0,2.0
23100,3,10141.0,641.5,393.5,161.5,29.5,2.5
23200,3,10145.0,645.5,396.5,168.5,30.5,2.5
23300,3,10145.0,645.5,396.5,162.5,30.5,2.5
23400,3,10145.0,645.5,396.5,164.5,30.5,2.5
23500,3,10142.5,643.0,394.5,162.5,29.5,2.5
23600,3,10144.5,644.5,396.5,163.5,29.5,2.5
23700,3,10143.5,643.5,394.5,162.5,29.5,2.5
23800,3,10143.0,643.5,394.5,162.5,29.5,2.5
23900,3,10139.0,639.5,390.5,158.0,28.5,2.5
24000,3,10143.5,643.5,395.5,165.5,29.5,2.5
24100,3,10143.5,644.5,395.5,163.5,29.5,2.5
24200,3,10144.5,645.5,396.5,166.5,30.5,2.5
24300,3,10141.0,641.5,392.5,160.5,28.5,2.5
24400,3,10142.5,642.5,394.5,164.5,29.5,2.5
24500,3,10148.0,648.5,399.5,169.5,30.5,2.5
24600,3,10147.5,647.5,399.0,167.5,30.5,2.5
24700,3,10145.5,645.5,397.5,166.5,30.5,2.5
24800,3,10143.5,643.5,394.5,163.5,29.5,2.5
24900,3,10142.5,643.0,393.5,162.5,29.5,2.5
25000,3,10142.5,642.5,394.5,161.5,29.5,2.5
25100,3,10142.5,642.5,394.5,163.5,29.5,2.5
25200,3,10145.0,645.5,396.5,165.5,30.5,2.5
25300,3,10148.0,648.5,399.5,166.5,30.5,2.5
25400,3,10147.5,647.5,398.5,166.5,30.5,2.5
25500,3,10147.5,647.5,398.5,169.5,30.5,2.5
25600,3,10148.5,648.5,400.5,168.5,31.5,2.5
25700,3,10147.5,647.5,399.5,169.5,30.5,2.5
25800,3,10148.0,648.5,400.5,167.5,30.5,2.5
25900,3,10146.0,646.5,398.5,165.5,30.5,2.5
26000,3,10146.0,646.5,397.5,164.5,30.5,2.5
26100,3,10143.0,643.5,394.5,164.5,29.5,2.5
26200,3,10139.5,639.5,391.5,159.5,28.5,2.5
26300,3,10142.5,642.5,393.5,166.5,29.5,2.5
26400,3,10141.0,641.5,392.5,162.0,29.5,2.5
26500,3,10139.5,639.5,391.5,160.5,28.5,2.5
26600,3,10137.5,637.0,389.0,158.0,28.0,2.0
26700,3,10134.5,634.5,386.5,157.5,27.5,2.5
26800,3,10136.0,636.5,388.5,156.5,27.5,2.5
26900,3,10135.0,635.5,387.5,157.5,27.5,2.5
27000,3,10138.0,638.0,389.5,158.5,28.5,2.5
27100,3,10141.0,641.5,393.5,160.5,29.5,2.5
27200,3,10138.5,639.0,390.5,160.5,28.5,2.5
27300,3,10139.0,639.5,390.5,158.5,28.5,2.5
27400,3,10142.5,642.5,394.5,164.5,29.5,2.5
27500,3,10142.0,642.5,394.5,163.5,29.5,2.5
27600,3,10142.0,642.5,393.5,159.5,29.5,2.5
27700,3,10144.0,644.5,396.5,161.5,29.5,2.5
27800,3,10143.5,643.5,395.5,162.5,29.5,2.5
27900,3,10145.0,645.5,396.5,164.5,30.5,2.5
28000,3,10143.5,643.5,395.5,163.5,29.5,2.5
28100,3,10144.5,644.5,396.5,163.5,29.5,2.5
28200,3,10148.5,648.5,400.5,170.5,30.5,2.5
28300,3,10150.0,650.5,401.5,169.5,31.5,2.5
28400,3,10152.5,652.5,404.5,168.5,32.5,3.5
28500,3,10156.0,656.5,407.5,174.5,32.5,3.5
28600,3,10156.0,656.5,407.5,175.5,33.5,3.5
28700,3,10154.0,654.5,405.5,169.5,32.5,3.5
28800,3,10155.0,655.5,406.5,173.5,32.5,3.5
28900,3,10154.5,654.5,406.5,172.5,32.5,3.5
29000,3,10157.0,657.5,408.5,173.5,33.5,3.5
29100,3,10155.0,655.5,406.5,173.5,32.5,3.5
29200,3,10156.0,656.5,407.5,174.5,32.5,3.5
29300,3,10156.0,656.0,407.5,176.5,32.5,3.5
29400,3,10159.5,660.5,410.5,176.5,34.5,3.5
29500,3,10156.5,656.5,407.5,175.5,33.5,3.5
29600,3,10154.5,655.0,406.5,176.5,32.5,3.5
29700,3,10155.0,655.5,406.5,175.5,32.5,3.5
29800,3,10157.0,657.5,409.5,173.5,33.5,3.5
29900,3,10157.0,657.5,408.5,178.5,33.5,3.5
30000,3,10155.5,656.0,407.5,174.5,32.5,3.5
30100,3,10153.5,653.5,405.5,173.5,32.5,3.5
30200,3,10152.0,652.5,403.5,173.5,31.5,3.5
30300,3,10146.5,646.5,398.5,165.5,30.5,2.5
30400,3,10143.5,643.5,395.0,164.5,29.5,2.5
30500,3,10144.0,644.5,395.5,164.5,29.5,2.5
30600,3,10148.5,648.5,399.5,167.5,30.5,2.5
30700,3,10148.5,649.5,399.5,167.5,30.5,2.5
30800,3,10150.0,650.5,401.5,169.5,31.5,2.5
30900,3,10148.0,648.5,400.5,167.5,30.5,2.5
31000,3,10143.5,643.5,395.5,162.0,29.5,2.5
31100,3,10144.5,644.5,395.5,164.5,29.5,2.5
31200,3,10143.0,643.0,395.0,164.0,29.0,2.0
31300,3,10140.5,641.0,392.5,160.5,28.5,2.5
31400,3,10139.5,639.5,390.5,161.5,28.5,2.5
31500,3,10138.0,638.5,389.5,158.5,28.5,2.5
31600,3,10142.0,642.5,393.5,164.5,29.5,2.5
31700,3,10143.0,643.5,394.5,165.5,29.5,2.5
31800,3,10141.5,641.5,392.5,163.5,29.5,2.5
31900,3,10140.5,640.5,392.5,161.5,28.5,2.5
32000,3,10138.5,638.5,390.5,158.5,28.5,2.5
32100,3,10137.5,637.5,389.5,160.5,28.5,2.5
32200,3,10136.0,636.5,389.0,154.5,27.5,2.5
32300,3,10135.5,636.0,387.5,158.5,27.5,2.5
32400,3,10134.0,634.5,385.5,154.5,27.5,2.5
32500,3,10135.5,636.0,387.5,160.5,27.5,2.5
32600,3,10140.0,640.5,392.5,160.5,28.5,2.5
32700,3,10136.5,637.0,388.5,158.5,28.5,2.5
32800,3,10138.0,638.5,389.5,158.5,28.5,2.5
32900,3,10138.5,639.5,391.5,160.5,28.5,2.5
33000,3,10136.5,636.5,388.5,160.5,27.5,2.5
33100,3,10134.5,634.5,386.5,158.5,27.5,2.5
33200,3,10134.0,634.5,385.5,153.5,27.5,2.5
33300,3,10134.5,634.5,385.5,155.5,27.5,2.5
33400,3,10134.0,634.5,385.5,159.5,27.5,2.5
33500,3,10134.5,635.0,386.5,154.5,27.5,2.5
33600,3,10133.5,633.5,385.5,156.5,27.5,2.5
33700,3,10134.5,634.5,386.5,158.5,27.5,2.5
33800,3,10133.0,633.5,384.5,154.5,27.5,2.5
33900,3,10133.0,633.5,384.5,155.5,27.5,2.5
34000,3,10136.0,636.5,387.5,160.5,27.5,2.5
34100,3,10135.0,635.5,386.5,155.5,27.5,2.5
34200,3,10132.5,632.5,383.5,155.5,27.5,2.5
34300,3,10132.5,632.5,384.5,153.5,27.5,2.5
34400,3,10130.0,630.5,381.5,149.5,26.5,2.5
34500,3,10133.0,633.5,385.5,156.5,27.5,2.5
34600,3,10128.0,628.5,380.5,151.5,26.5,2.5
34700,3,10129.0,629.5,380.5,157.5,26.5,2.5
34800,3,10132.0,632.5,383.5,154.5,26.5,2.5
34900,3,10129.5,629.5,381.5,149.5,26.5,2.5
35000,3,10130.5,630.5,382.5,155.5,26.5,2.5
35100,3,10130.0,630.5,381.5,155.5,26.5,2.5
35200,3,10130.5,630.5,381.5,153.5,26.5,2.5
35300,3,10128.5,628.5,380.5,153.5,26.5,2.5
35400,3,10127.0,627.5,378.5,148.5,25.5,2.5
35500,3,10127.0,627.5,378.5,150.5,25.5,2.5
35600,3,10129.5,629.5,381.5,153.5,26.5,2.5
35700,3,10130.5,630.5,382.5,155.5,26.5,2.5
35800,3,10134.5,634.0,385.0,160.0,27.0,2.0
35900,3,10133.0,633.5,385.5,156.5,27.5,2.5
36000,3,10131.0,631.5,382.5,154.5,26.5,2.5
36100,3,10130.0,630.5,381.5,152.5,26.5,2.5
36200,3,10129.0,629.5,380.5,151.0,26.5,2.5
36300,3,10128.5,628.5,380.5,153.5,26.5,2.5
36400,3,10128.0,628.5,379.5,153.5,25.5,2.5
36500,3,10126.5,627.5,378.5,149.5,25.5,2.5
36600,3,10128.0,628.5,379.5,152.5,25.5,2.5
36700,3,10128.5,628.5,380.5,153.5,25.5,2.5
36800,3,10129.5,630.0,381.5,154.5,26.5,2.5
36900,3,10131.5,632.5,383.5,156.5,26.5,2.5
37000,3,10132.0,632.5,383.5,155.5,26.5,2.5
37100,3,10131.5,631.5,383.5,153.5,26.5,2.5
37200,3,10131.0,631.5,383.5,154.5,26.5,2.5
37300,3,10131.5,631.5,383.5,156.5,26.5,2.5
37400,3,10128.5,628.5,380.5,149.5,25.5,2.5
37500,3,10127.0,627.5,378.5,148.5,25.5,2.5
37600,3,10130.5,630.0,382.0,156.0,26.0,2.0
37700,3,10133.0,633.5,385.5,155.0,27.5,2.5
37800,3,10130.5,630.5,382.5,155.0,26.5,2.5
37900,3,10133.0,633.5,385.5,157.5,27.0,2.5
38000,3,10133.5,633.5,385.5,157.5,27.5,2.5
38100,3,10137.0,637.5,388.5,158.5,27.5,2.5
38200,3,10138.0,638.5,389.5,159.5,28.5,2.5
38300,3,10139.5,640.5,391.5,160.5,28.5,2.5
38400,3,10140.5,641.0,392.5,158.5,28.5,2.5
38500,3,10139.5,639.5,390.5,158.5,28.5,2.5
38600,3,10139.5,639.5,391.5,160.5,28.5,2.5
38700,3,10139.5,640.0,391.5,159.5,28.5,2.5
38800,3,10136.5,636.5,388.5,159.5,27.5,2.5
38900,3,10134.5,634.5,386.5,155.5,27.5,2.5
39000,3,10135.0,635.5,386.5,156.5,27.5,2.5
39100,3,10133.5,633.5,384.5,157.5,27.5,2.5
39200,3,10135.5,635.5,387.5,158.5,27.5,2.5
39300,3,10135.5,635.5,387.5,155.5,27.5,2.5
39400,3,10130.0,630.5,381.5,154.5,26.5,2.5
39500,3,10130.0,630.5,381.5,153.5,26.5,2.5
39600,3,10131.0,631.5,383.5,155.5,26.5,2.5
39700,3,10133.5,633.5,385.5,154.5,27.5,2.5
39800,3,10134.0,634.5,386.5,155.5,27.5,2.5
39900,3,10135.5,635.5,386.5,156.5,27.5,2.5
40000,3,10135.5,635.5,387.5,158.5,27.5,2.5
40100,3,10135.5,635.5,387.5,157.5,27.5,2.5
40200,3,10137.0,637.5,388.5,159.5,27.5,2.5
40300,3,10133.5,633.5,384.5,149.5,26.5,2.5
40400,3,10133.5,633.5,384.5,158.5,26.5,2.5
40500,3,10131.5,632.0,383.5,154.5,26.5,2.5
40600,3,10131.0,631.5,382.5,153.5,26.5,2.5
40700,3,10131.0,631.5,382.5,151.5,26.5,2.5
40800,3,10130.0,630.5,382.5,152.5,26.5,2.5
40900,3,10128.5,628.5,380.5,151.5,25.5,2.5
41000,3,10128.5,628.5,380.0,154.0,25.5,2.5
41100,3,10127.0,627.5,378.5,150.5,25.5,2.5
41200,3,10127.0,627.5,378.5,151.5,25.5,2.5
41300,3,10128.5,628.5,380.5,152.5,25.5,2.5
41400,3,10127.5,628.0,379.5,151.5,25.5,2.5
41500,3,10126.5,626.5,379.5,152.5,25.5,2.5
41600,3,10128.5,628.5,380.5,150.5,25.5,2.5
41700,3,10127.5,627.5,379.5,151.5,25.5,2.5
41800,3,10132.0,632.0,383.5,153.5,26.5,2.5
41900,3,10130.5,630.5,382.5,153.5,26.5,2.5
42000,3,10133.0,633.0,384.5,155.5,26.5,2.5
42100,3,10133.5,633.0,385.0,156.0,27.0,2.0
42200,3,10132.0,632.5,383.5,155.5,26.5,2.5
42300,3,10132.0,632.5,383.5,156.5,26.5,2.5
42400,3,10132.5,632.5,384.5,153.5,26.5,2.5
42500,3,10134.0,634.5,386.0,153.5,27.5,2.5
42600,3,10131.0,631.5,382.5,153.5,26.5,2.5
42700,3,10132.0,632.5,383.5,153.5,26.5,2.5
42800,3,10131.0,631.5,382.5,152.5,26.5,2.5
42900,3,10133.0,633.5,384.5,155.5,26.5,2.5
43000,3,10133.0,633.0,384.0,157.0,26.0,2.0
43100,3,10133.5,633.5,385.5,154.5,26.5,2.5
43200,3,10130.5,630.5,382.5,154.5,26.5,2.5
43300,3,10132.5,632.5,383.5,155.5,26.5,2.5
43400,3,10132.0,632.5,383.5,156.5,26.5,2.5
43500,3,10132.0,632.5,384.5,153.5,26.5,2.5
43600,3,10132.0,632.5,384.0,154.5,26.5,2.5
43700,3,10132.5,632.5,384.5,154.5,26.5,2.5
43800,3,10132.0,632.0,384.0,155.5,26.5,2.5
43900,3,10134.0,634.5,385.5,155.5,27.5,2.5
44000,3,10133.0,633.5,385.5,155.5,26.5,2.5
44100,3,10130.5,630.5,382.5,151.5,26.5,2.5
44200,3,10134.0,634.5,385.5,160.5,27.5,2.5
44300,3,10134.5,634.5,385.5,158.5,27.5,2.5
44400,3,10139.5,639.5,391.5,161.5,28.5,2.5
44500,3,10141.0,641.5,392.5,161.5,28.5,2.5
44600,3,10142.5,642.0,394.0,164.0,29.0,2.0
44700,3,10146.5,646.5,398.5,167.5,30.5,2.5
44800,3,10149.0,649.5,400.5,170.5,30.5,2.5
44900,3,10146.0,646.5,398.5,166.5,30.5,2.5
45000,3,10146.0,646.5,398.5,165.5,30.5,2.5
45100,3,10143.5,644.5,395.5,164.5,29.5,2.5
45200,3,10142.0,642.5,393.5,162.5,29.5,2.5
45300,3,10138.5,638.5,390.5,161.5,28.5,2.5
45400,3,10137.5,637.5,389.5,160.5,28.5,2.5
45500,3,10136.5,636.5,388.5,159.5,27.5,2.5
45600,3,10134.0,634.5,385.5,158.5,27.5,2.5
45700,3,10130.0,630.0,382.0,153.0,26.0,2.0
