timestamp,day,VOLCANIC_ROCK,VOLCANIC_ROCK_VOUCHER_9500,VOLCANIC_ROCK_VOUCHER_9750,VOLCANIC_ROCK_VOUCHER_10000,VOLCANIC_ROCK_VOUCHER_10250,VOLCANIC_ROCK_VOUCHER_10500
15800,2,10190.5,691.0,442.5,209.5,51.5,6.5
15900,2,10192.0,692.5,443.5,209.5,52.5,6.5
16000,2,10192.5,692.5,444.5,211.5,52.5,6.5
16100,2,10192.5,692.5,444.5,209.5,52.5,6.5
16200,2,10190.0,690.5,441.5,208.5,51.5,6.5
16300,2,10192.0,692.5,444.5,210.5,52.5,6.5
16400,2,10192.0,692.5,443.5,211.5,52.5,6.5
16500,2,10192.5,692.5,444.5,210.5,52.5,6.5
16600,2,10190.5,691.5,442.5,208.5,51.5,6.5
16700,2,10190.0,690.5,442.5,206.5,51.5,6.5
16800,2,10193.0,693.5,444.5,210.5,52.5,6.5
16900,2,10193.5,694.5,445.5,213.5,52.5,6.5
17000,2,10195.5,696.0,447.5,213.5,53.5,7.5
17100,2,10195.0,695.5,446.5,210.5,53.5,6.5
17200,2,10194.5,694.5,445.5,211.5,53.5,6.5
17300,2,10195.5,695.5,446.5,215.5,53.5,6.5
17400,2,10194.5,695.0,446.5,210.5,53.5,6.5
17500,2,10199.5,699.5,450.5,216.5,55.5,7.5
17600,2,10200.5,700.5,452.5,218.5,55.5,7.5
17700,2,10200.5,700.5,452.5,215.5,55.5,7.5
17800,2,10198.5,698.5,450.5,217.5,54.5,7.5
17900,2,10198.0,698.5,449.5,216.5,54.5,7.5
18000,2,10199.0,699.5,450.5,215.5,54.5,7.5
18100,2,10201.5,701.5,453.5,217.5,55.5,7.5
18200,2,10204.0,704.0,455.5,220.5,56.5,7.5
18300,2,10201.5,701.5,452.5,217.5,55.5,7.5
18400,2,10198.0,698.5,449.5,213.5,54.5,7.5
18500,2,10198.5,698.5,450.5,215.5,54.5,7.5
18600,2,10196.5,696.5,448.5,213.5,53.5,7.5
18700,2,10198.0,698.5,449.5,215.5,54.5,7.5
18800,2,10202.5,702.5,454.5,220.5,56.5,7.5
18900,2,10201.0,701.5,453.0,216.5,55.5,7.5
19000,2,10201.5,701.5,453.5,216.5,55.5,7.5
19100,2,10201.5,702.0,452.5,214.5,55.5,7.5
19200,2,10200.5,701.0,452.5,219.5,55.5,7.5
19300,2,10198.5,698.5,450.5,215.5,54.5,7.5
19400,2,10201.0,701.5,452.5,219.5,55.5,7.5
19500,2,10203.0,703.5,454.5,218.5,56.5,7.5
19600,2,10203.5,703.5,454.5,222.5,56.5,7.5
19700,2,10202.5,702.5,453.5,219.5,56.5,7.5
19800,2,10204.5,704.5,455.5,221.5,57.5,7.5
19900,2,10204.0,704.5,455.5,221.5,56.5,7.5
20000,2,10203.5,704.5,455.5,218.5,56.5,7.5
20100,2,10202.5,702.5,454.5,220.5,56.5,7.5
20200,2,10202.5,703.5,454.5,217.5,56.5,7.5
20300,2,10201.5,702.0,453.5,218.5,55.5,7.5
20400,2,10200.5,700.5,452.0,215.5,55.5,7.5
20500,2,10203.5,703.5,455.0,217.5,56.5,7.5
20600,2,10203.0,703.5,454.5,218.5,56.5,7.5
20700,2,10201.5,701.5,453.5,218.5,56.0,7.5
20800,2,10201.5,702.0,453.5,217.5,55.5,7.5
20900,2,10201.5,702.5,453.5,217.5,56.5,7.5
21000,2,10201.0,701.5,452.5,217.5,55.5,7.5
21100,2,10203.0,703.5,454.5,219.5,56.5,7.5
21200,2,10206.5,706.5,458.0,222.5,57.5,7.5
21300,2,10206.0,706.5,457.5,221.5,57.5,7.5
21400,2,10204.0,704.5,455.5,218.5,57.5,7.5
21500,2,10208.5,708.5,460.5,222.5,58.5,7.5
21600,2,10208.5,708.5,460.5,222.5,58.5,7.5
21700,2,10207.5,708.0,459.5,222.5,58.5,7.5
21800,2,10207.0,707.5,458.5,222.5,58.5,7.5
21900,2,10207.0,707.5,459.5,220.5,58.5,7.5
22000,2,10213.5,713.5,465.0,229.5,60.5,8.5
22100,2,10213.5,713.5,465.5,226.5,60.5,8.5
22200,2,10212.0,712.5,463.5,225.5,60.5,8.5
22300,2,10213.5,713.5,464.5,226.5,60.5,8.5
22400,2,10211.5,712.0,463.5,223.5,60.5,8.5
22500,2,10212.5,712.5,464.5,229.5,60.5,8.5
22600,2,10210.5,711.0,462.5,226.5,59.5,8.5
22700,2,10210.5,710.5,461.5,225.5,59.5,8.5
22800,2,10209.0,709.5,460.5,222.5,59.5,7.5
22900,2,10210.5,711.0,462.5,226.5,59.5,8.5
23000,2,10210.5,710.5,461.5,226.5,59.5,8.5
23100,2,10210.5,710.5,461.5,224.5,59.5,8.5
23200,2,10209.5,709.5,460.5,223.5,59.5,7.5
23300,2,10210.5,710.5,461.5,225.5,59.5,8.5
23400,2,10209.5,709.5,460.5,225.5,59.5,7.5
23500,2,10207.0,707.0,458.5,221.5,58.5,7.5
23600,2,10208.0,708.5,459.5,222.5,58.5,7.5
23700,2,10208.0,708.5,459.5,223.5,58.5,7.5
23800,2,10208.5,708.5,459.5,223.5,58.5,7.5
23900,2,10206.5,706.5,458.5,221.0,57.5,7.5
24000,2,10207.0,707.5,459.5,221.5,58.5,7.5
24100,2,10201.5,701.5,453.5,217.5,55.5,7.5
24200,2,10197.5,697.5,448.5,215.5,54.5,7.5
24300,2,10198.0,698.5,449.5,215.5,54.5,7.5
24400,2,10196.0,696.5,448.5,215.5,53.5,7.5
24500,2,10197.5,697.5,449.5,215.5,54.5,7.5
24600,2,10196.0,696.5,447.5,213.5,53.5,7.5
24700,2,10197.0,697.5,447.5,211.5,54.5,7.5
24800,2,10196.5,696.5,448.5,212.5,54.5,7.5
24900,2,10196.0,696.5,447.5,213.5,53.5,7.5
25000,2,10197.5,697.5,448.5,216.5,54.5,7.5
25100,2,10197.0,697.5,448.5,216.0,54.5,7.5
25200,2,10195.0,695.5,446.5,215.5,53.5,7.5
25300,2,10192.5,693.0,444.5,208.5,52.5,6.5
25400,2,10193.0,693.5,444.0,210.5,52.5,6.5
25500,2,10193.0,693.5,444.5,211.5,52.5,6.5
25600,2,10194.5,695.0,446.5,214.5,53.5,7.5
25700,2,10192.5,693.0,443.5,212.5,52.5,6.5
25800,2,10193.5,694.5,445.5,211.5,52.5,6.5
25900,2,10196.0,696.5,447.5,211.5,53.5,7.5
26000,2,10197.0,697.5,448.5,214.5,54.5,7.5
26100,2,10197.5,698.5,449.5,216.5,54.5,7.5
26200,2,10201.0,701.5,452.0,217.5,55.5,7.5
26300,2,10199.0,699.5,450.5,216.5,55.5,7.5
26400,2,10202.5,702.5,453.5,214.5,56.5,7.5
26500,2,10202.0,702.5,453.5,219.5,56.5,7.5
26600,2,10200.0,700.5,452.5,215.5,55.5,7.5
26700,2,10200.0,700.5,451.5,216.5,55.5,7.5
26800,2,10200.0,700.5,451.5,216.5,55.5,7.5
26900,2,10201.0,701.5,452.5,214.5,55.5,7.5
27000,2,10201.0,701.5,452.5,216.5,55.5,7.5
27100,2,10201.5,701.5,453.5,218.5,55.5,7.5
27200,2,10201.5,701.5,453.5,217.5,55.5,7.5
27300,2,10200.0,700.5,452.5,215.5,55.5,7.5
27400,2,10201.5,701.5,453.5,216.5,55.5,7.5
27500,2,10203.0,703.5,454.5,218.5,56.5,7.5
27600,2,10200.0,700.5,451.5,216.5,55.5,7.5
27700,2,10200.5,700.5,451.5,215.5,55.5,7.5
27800,2,10196.5,696.5,448.5,216.5,53.5,7.5
27900,2,10196.5,696.5,448.5,213.5,53.5,7.5
28000,2,10196.5,697.0,448.5,212.5,53.5,7.5
28100,2,10197.0,697.5,448.5,213.5,54.5,7.5
28200,2,10194.5,694.5,446.5,213.0,53.5,6.5
28300,2,10194.0,694.5,445.5,211.5,52.5,6.5
28400,2,10193.5,694.0,445.5,211.5,52.5,6.5
28500,2,10194.0,694.5,445.5,211.5,52.5,6.5
28600,2,10191.0,691.5,442.5,210.5,51.5,6.5
28700,2,10189.0,689.5,440.5,206.5,50.5,6.5
28800,2,10186.5,687.0,439.0,207.5,49.5,6.5
28900,2,10185.0,685.5,437.5,201.5,49.5,6.5
29000,2,10188.0,688.5,439.5,205.5,50.5,6.5
29100,2,10186.5,686.5,438.5,202.5,49.5,6.5
29200,2,10187.5,688.5,439.5,207.5,50.5,6.5
29300,2,10188.0,688.5,440.5,204.5,50.5,6.5
29400,2,10188.5,688.5,440.0,206.5,50.5,6.5
29500,2,10188.0,688.0,439.0,205.0,50.0,6.0
29600,2,10187.0,687.5,438.5,204.5,50.5,6.5
29700,2,10190.5,690.5,442.5,206.5,51.5,6.5
29800,2,10189.5,689.5,441.5,206.5,51.5,6.5
29900,2,10189.5,689.5,441.5,206.5,51.5,6.5
30000,2,10189.0,689.5,440.5,206.5,50.5,6.5
30100,2,10188.5,689.0,441.5,205.5,50.5,6.5
30200,2,10188.5,688.5,440.5,203.5,50.5,6.5
30300,2,10187.0,687.5,438.5,203.5,50.5,6.5
30400,2,10184.5,684.5,436.5,200.5,49.5,6.5
30500,2,10183.5,684.0,435.5,201.5,48.5,6.5
30600,2,10184.0,684.5,435.5,198.5,49.5,6.5
30700,2,10184.0,684.5,435.5,201.5,49.5,6.5
30800,2,10184.0,684.5,435.5,203.5,49.5,6.5
30900,2,10183.5,684.0,435.5,201.5,48.5,6.5
31000,2,10184.0,684.5,435.5,205.5,49.5,6.5
31100,2,10183.0,683.5,435.5,200.5,48.5,6.5
31200,2,10182.0,682.5,433.5,199.5,48.5,6.5
31300,2,10179.5,680.0,431.0,198.5,47.5,6.5
31400,2,10182.5,682.5,434.5,199.5,48.5,6.5
31500,2,10182.5,682.5,434.5,200.5,48.5,6.5
31600,2,10183.5,683.5,435.5,205.5,48.5,6.5
31700,2,10182.0,682.5,433.5,200.5,48.5,6.5
31800,2,10182.0,682.5,435.5,200.5,48.5,6.5
31900,2,10181.0,681.5,432.5,200.5,47.5,6.5
32000,2,10180.0,680.5,431.5,200.5,47.5,6.5
32100,2,10177.0,677.5,428.5,195.5,46.5,5.5
32200,2,10178.0,678.5,429.5,198.5,46.5,5.5
32300,2,10177.5,678.5,429.5,197.5,46.5,5.5
32400,2,10177.5,677.5,428.5,197.5,46.5,5.5
32500,2,10179.0,679.5,431.5,197.5,47.5,5.5
32600,2,10181.5,681.5,433.5,201.5,48.5,6.5
32700,2,10184.5,684.5,436.5,201.5,49.5,6.5
32800,2,10186.5,687.0,438.5,204.5,49.5,6.5
32900,2,10189.5,689.5,441.5,204.5,51.5,6.5
33000,2,10191.0,691.5,442.5,205.5,51.5,6.5
33100,2,10191.0,691.5,442.5,205.5,51.5,6.5
33200,2,10193.0,693.5,444.5,208.5,52.5,6.5
33300,2,10192.5,692.5,444.5,209.5,52.5,6.5
33400,2,10190.5,690.5,441.5,208.5,51.5,6.5
33500,2,10193.5,693.5,444.5,212.5,52.5,6.5
33600,2,10191.5,692.5,442.5,209.5,51.5,6.5
33700,2,10193.0,693.5,444.5,210.5,52.5,6.5
33800,2,10196.0,696.5,447.5,213.5,53.5,6.5
33900,2,10196.5,696.5,448.5,213.5,53.5,6.5
34000,2,10195.0,695.5,446.5,214.5,53.5,6.5
34100,2,10194.0,694.5,445.5,212.5,52.5,6.5
34200,2,10193.0,693.5,445.0,210.5,52.5,6.5
34300,2,10193.0,693.5,444.5,209.5,52.5,6.5
34400,2,10195.5,695.5,447.5,212.5,53.5,6.5
34500,2,10194.0,694.5,445.5,209.5,52.5,6.5
34600,2,10191.5,691.5,443.5,207.5,51.5,6.5
34700,2,10191.0,691.5,442.5,210.5,51.5,6.5
34800,2,10191.5,691.0,442.0,208.0,51.0,6.0
34900,2,10192.5,692.5,444.5,209.5,52.5,6.5
35000,2,10190.5,691.5,442.5,207.5,51.5,6.5
35100,2,10191.0,691.5,443.5,206.5,51.5,6.5
35200,2,10190.5,690.5,442.5,206.5,51.5,6.5
35300,2,10191.5,691.5,443.5,210.5,51.5,6.5
35400,2,10193.0,693.5,445.5,210.5,52.5,6.5
35500,2,10192.0,692.5,443.5,207.5,52.5,6.5
35600,2,10193.5,693.0,445.0,209.0,52.0,6.0
35700,2,10194.0,694.5,445.5,210.5,52.5,6.5
35800,2,10193.0,693.5,445.5,208.5,52.5,6.5
35900,2,10191.0,691.5,442.5,208.5,51.5,6.5
36000,2,10190.0,690.5,442.0,205.5,51.5,6.5
36100,2,10190.5,691.0,443.5,209.5,51.5,6.5
36200,2,10192.5,693.0,444.5,209.5,52.5,6.5
36300,2,10193.5,693.5,445.5,210.5,52.5,6.5
36400,2,10189.0,689.5,441.0,205.5,50.5,6.5
36500,2,10190.5,690.5,442.5,208.0,51.5,6.5
36600,2,10188.5,688.5,440.5,206.5,50.5,6.5
36700,2,10190.0,690.5,441.5,208.5,51.5,6.5
36800,2,10191.5,691.0,443.0,210.0,51.0,6.0
36900,2,10191.5,692.0,443.5,209.5,51.5,6.5
37000,2,10194.0,694.5,446.5,210.5,52.5,6.5
37100,2,10194.0,694.5,446.5,212.5,52.5,6.5
37200,2,10194.0,694.5,445.5,209.5,52.5,6.5
37300,2,10193.5,693.5,445.5,211.5,52.5,6.5
37400,2,10192.5,692.5,444.5,207.5,52.5,6.5
37500,2,10192.0,692.5,444.0,210.5,52.5,6.5
37600,2,10192.5,692.5,444.5,211.5,52.5,6.5
37700,2,10193.5,694.0,445.5,211.5,52.5,6.5
37800,2,10192.0,692.5,443.5,211.5,52.5,6.5
37900,2,10193.0,693.5,444.5,207.5,52.5,6.5
38000,2,10192.0,692.5,443.5,207.5,52.5,6.5
38100,2,10193.5,693.5,445.5,213.5,52.5,6.5
38200,2,10192.5,693.5,444.5,209.5,52.5,6.5
38300,2,10191.0,691.5,442.5,206.5,51.5,6.5
38400,2,10193.5,693.5,445.0,210.5,52.5,6.5
38500,2,10198.0,698.5,449.5,215.5,54.5,7.5
38600,2,10199.5,699.5,451.5,215.5,54.5,7.5
38700,2,10199.0,699.5,450.5,215.5,54.5,7.5
38800,2,10200.0,700.5,452.5,217.5,55.5,7.5
38900,2,10202.0,702.5,454.5,215.5,55.5,7.5
39000,2,10202.5,702.5,453.5,216.5,55.5,7.5
39100,2,10202.0,702.5,453.5,217.5,55.5,7.5
39200,2,10206.0,706.5,458.5,224.5,57.5,7.5
39300,2,10204.5,704.5,456.5,220.5,56.5,7.5
39400,2,10201.0,701.5,451.5,218.5,55.5,7.5
39500,2,10204.0,704.5,455.5,219.5,56.5,7.5
39600,2,10204.0,704.5,455.5,218.5,56.5,7.5
39700,2,10204.5,704.5,456.5,221.5,56.5,7.5
39800,2,10203.0,703.5,455.5,215.5,56.5,7.5
39900,2,10202.5,703.0,454.5,219.5,56.5,7.5
40000,2,10201.5,701.5,453.5,217.5,55.5,7.5
40100,2,10200.5,700.5,451.5,216.5,55.5,7.5
40200,2,10199.5,699.5,450.5,213.5,54.5,7.5
40300,2,10197.0,697.5,448.5,213.5,53.5,7.0
40400,2,10195.0,695.0,447.5,210.5,53.5,6.5
40500,2,10195.0,695.5,446.5,212.5,53.5,6.5
40600,2,10192.0,692.5,444.5,208.5,51.5,6.5
40700,2,10191.5,691.5,443.5,209.5,51.5,6.5
40800,2,10191.5,692.0,444.5,209.5,51.5,6.5
40900,2,10195.0,695.5,447.5,210.5,53.5,6.5
41000,2,10192.5,692.5,444.5,208.5,52.5,6.5
41100,2,10192.5,692.5,444.5,209.5,52.5,6.5
41200,2,10193.5,694.0,445.5,211.5,52.5,6.5
41300,2,10191.5,692.0,443.5,211.5,51.5,6.5
41400,2,10192.0,692.5,443.5,208.5,52.5,6.5
41500,2,10193.0,693.5,445.5,211.5,52.5,6.5
41600,2,10192.5,692.5,444.5,211.5,52.5,6.5
41700,2,10190.5,690.5,442.5,207.5,51.5,6.5
41800,2,10192.5,692.5,444.5,211.5,52.5,6.5
41900,2,10195.0,695.5,446.5,212.5,53.5,6.5
42000,2,10194.0,694.5,445.5,210.5,52.5,6.5
42100,2,10196.0,696.5,447.5,212.5,53.5,6.5
42200,2,10195.0,695.5,447.5,212.5,53.5,6.5
42300,2,10192.0,692.5,444.5,205.5,51.5,6.5
42400,2,10187.5,687.5,439.5,201.5,50.5,6.5
42500,2,10189.0,689.5,440.5,205.5,50.5,6.5
42600,2,10188.0,688.5,439.5,204.5,50.5,6.5
42700,2,10190.5,690.5,442.5,207.5,51.5,6.5
42800,2,10188.0,688.5,440.5,205.0,50.5,6.5
42900,2,10189.5,689.5,441.5,208.5,50.5,6.5
43000,2,10191.0,691.5,443.0,206.5,51.5,6.5
43100,2,10187.5,687.5,439.5,204.5,50.5,6.5
43200,2,10183.5,684.0,435.5,204.5,48.5,6.5
43300,2,10182.5,683.0,434.5,201.5,48.5,6.5
43400,2,10181.5,682.5,433.5,201.5,48.5,6.5
43500,2,10183.5,684.0,435.5,202.5,48.5,6.5
43600,2,10182.5,682.5,434.5,201.5,48.5,6.5
43700,2,10183.0,683.5,434.5,199.5,48.5,6.5
43800,2,10183.0,683.5,434.5,202.5,48.5,6.5
43900,2,10184.0,684.5,436.5,201.5,48.5,6.5
44000,2,10185.0,685.5,436.5,203.5,49.5,6.5
44100,2,10184.5,684.5,436.5,203.5,49.5,6.5
44200,2,10185.0,685.5,437.0,202.5,49.5,6.5
44300,2,10185.0,685.5,437.0,201.5,49.5,6.5
44400,2,10187.5,687.5,438.5,207.5,50.5,6.5
44500,2,10187.5,688.5,439.5,203.5,50.5,6.5
44600,2,10187.0,687.5,438.5,205.5,50.5,6.5
44700,2,10187.5,688.0,439.5,205.5,50.5,6.5
44800,2,10189.5,689.5,441.5,208.5,51.5,6.5
44900,2,10187.0,687.5,438.5,206.5,50.5,6.5
45000,2,10190.0,690.5,442.5,207.5,51.5,6.5
45100,2,10188.0,688.5,439.5,206.5,50.5,6.5
45200,2,10189.0,689.0,440.5,206.5,50.5,6.5
45300,2,10190.0,690.5,442.5,206.0,51.5,6.5
45400,2,10185.0,685.5,436.5,203.5,49.5,6.5
45500,2,10187.5,687.5,439.5,206.5,50.5,6.5
45600,2,10186.5,687.5,438.5,205.5,49.5,6.5
45700,2,10186.0,686.5,437.5,204.5,49.5,6.5
