timestamp,VOLCANIC_ROCK,VOLCANIC_ROCK_VOUCHER_9500,VOLCANIC_ROCK_VOUCHER_9750,VOLCANIC_ROCK_VOUCHER_10000,VOLCANIC_ROCK_VOUCHER_10250,VOLCANIC_ROCK_VOUCHER_10500
12000,10430.5,931.0,681.5,435.5,212.5,65.5
12100,10430.5,930.5,681.5,435.5,212.5,65.5
12200,10428.5,928.0,679.0,433.0,210.0,64.0
12300,10434.0,934.5,685.5,439.5,214.5,66.5
12400,10436.0,936.5,687.5,441.5,216.5,67.5
12500,10432.5,932.5,683.5,439.0,213.5,65.5
12600,10423.5,924.0,674.5,429.5,206.5,62.5
12700,10426.5,927.0,677.5,432.5,208.5,63.5
12800,10431.0,931.5,682.5,434.5,212.5,65.5
12900,10426.5,926.5,677.5,431.5,208.5,63.5
13000,10426.5,927.5,677.5,431.5,209.5,63.5
13100,10423.0,923.5,674.0,427.0,206.5,62.5
13200,10415.5,915.5,666.5,420.5,200.5,59.5
13300,10414.0,914.5,664.5,419.5,199.0,58.5
13400,10414.5,915.5,665.5,420.5,199.5,58.5
13500,10411.0,911.5,662.5,416.5,196.5,57.5
13600,10405.5,906.5,657.5,410.5,192.5,55.5
13700,10406.0,906.5,656.5,410.5,192.5,55.5
13800,10381.5,882.0,632.5,389.5,174.5,47.5
13900,10392.5,892.5,643.5,397.5,182.5,50.5
14000,10379.5,880.0,630.5,386.5,172.5,46.5
14100,10393.5,894.0,644.5,399.5,183.5,51.5
14200,10406.5,907.5,657.5,412.5,193.5,55.5
14300,10396.5,896.5,647.5,402.5,184.5,51.5
14400,10404.0,904.5,655.5,410.5,190.5,54.5
14500,10405.5,906.5,656.5,412.5,192.5,55.5
14600,10405.0,905.5,656.5,409.5,191.5,54.5
14700,10417.0,917.5,667.5,421.0,200.5,59.5
14800,10409.5,910.5,660.5,416.5,195.5,56.5
14900,10414.0,914.5,665.5,419.5,198.5,58.5
15000,10425.0,925.5,675.5,429.5,207.5,62.5
15100,10428.5,928.5,679.5,433.5,209.5,63.5
15200,10433.0,933.5,684.0,437.5,213.5,65.5
15300,10438.0,938.5,688.5,441.5,217.5,67.5
15400,10438.5,939.5,690.5,443.5,218.5,67.5
15500,10440.5,940.5,691.5,446.5,219.5,68.5
15600,10445.0,945.5,695.5,448.5,223.5,69.5
15700,10446.0,946.5,697.5,451.5,224.5,70.5
15800,10457.5,957.0,708.0,462.0,233.0,75.0
15900,10469.0,969.5,719.5,472.5,242.5,80.5
16000,10461.5,961.5,712.5,464.5,236.5,77.5
16100,10457.5,958.0,708.5,462.5,233.5,75.5
16200,10471.0,971.0,721.5,475.5,244.5,81.5
16300,10466.5,966.5,717.5,470.5,240.5,79.5
16400,10464.0,964.5,715.5,468.5,238.5,78.5
16500,10470.0,970.5,720.5,472.5,243.5,80.5
16600,10469.5,969.5,720.5,473.5,243.5,80.5
16700,10474.0,974.5,724.5,477.0,247.5,82.5
16800,10478.0,978.5,729.0,481.5,250.5,84.5
16900,10482.5,982.5,733.5,485.5,254.5,86.5
17000,10476.5,976.5,727.5,479.5,249.5,84.5
17100,10483.0,983.5,733.5,486.5,255.5,87.5
17200,10480.0,980.5,730.5,483.5,252.5,85.5
17300,10483.0,983.5,733.5,486.5,255.5,87.5
17400,10481.5,981.5,732.5,485.5,253.5,86.5
17500,10481.0,981.5,731.5,484.5,253.5,86.5
17600,10475.0,975.5,725.5,478.5,248.5,83.5
17700,10476.0,976.5,726.5,479.5,249.5,84.5
17800,10475.0,975.5,726.5,479.5,248.5,83.5
17900,10470.0,970.0,720.0,475.0,244.0,81.0
18000,10466.0,966.5,716.5,470.0,241.5,79.5
18100,10455.5,955.5,706.5,460.5,232.5,75.5
18200,10463.0,963.5,713.5,466.5,238.5,78.5
18300,10464.5,964.5,715.5,468.5,239.5,78.5
18400,10470.0,970.5,720.5,473.5,244.5,81.5
18500,10470.5,970.5,721.5,475.0,244.5,81.5
18600,10467.5,967.5,718.5,470.5,242.5,80.5
18700,10460.5,960.5,710.5,463.5,236.5,77.5
18800,10463.5,963.5,713.5,466.5,238.5,79.5
18900,10469.0,969.5,719.5,473.5,243.5,81.5
19000,10469.0,969.5,719.5,474.5,243.5,81.5
19100,10468.5,968.5,719.5,472.0,243.5,81.5
19200,10464.5,965.0,715.5,467.5,240.5,79.5
19300,10467.5,968.0,718.5,471.5,242.5,80.5
19400,10466.5,967.5,717.5,470.5,241.5,80.5
19500,10469.0,969.5,720.5,471.5,243.5,81.5
19600,10467.5,967.5,718.5,471.5,242.5,80.5
19700,10460.5,961.5,711.5,465.5,237.5,78.5
19800,10463.0,963.5,713.5,468.5,238.5,78.5
19900,10461.5,962.0,712.5,464.5,237.5,78.5
20000,10456.5,956.5,707.5,460.5,233.5,75.5
20100,10448.0,948.5,699.0,452.5,226.5,72.5
20200,10441.0,941.5,692.0,446.5,221.0,69.5
20300,10436.5,936.5,687.5,441.5,217.5,67.5
20400,10447.0,947.5,698.0,452.5,225.5,71.5
20500,10449.0,949.5,699.5,453.5,227.5,72.5
20600,10451.5,952.5,702.5,456.0,229.5,74.5
20700,10451.0,951.5,702.0,454.5,228.5,73.5
20800,10457.5,957.5,708.5,461.5,234.5,76.5
20900,10455.0,955.5,706.5,461.5,232.5,75.5
21000,10450.0,950.5,700.5,455.5,228.5,73.5
21100,10452.0,952.0,702.0,455.0,229.0,74.0
21200,10454.5,955.5,705.5,460.5,231.5,75.5
21300,10460.5,960.5,711.5,464.5,236.5,77.5
21400,10461.5,961.5,712.5,466.5,237.5,78.5
21500,10458.0,958.5,709.5,462.5,234.5,76.5
21600,10457.0,957.5,708.0,460.5,233.5,76.5
21700,10455.0,955.5,705.5,459.5,232.5,75.5
21800,10457.5,957.5,708.5,461.5,234.5,76.5
21900,10456.5,956.5,707.5,461.5,233.5,75.5
22000,10456.0,956.5,707.5,459.5,232.5,75.5
22100,10458.5,959.0,709.5,463.0,235.5,77.5
22200,10457.5,958.5,708.5,461.5,234.5,76.5
22300,10452.5,952.5,703.5,457.5,230.5,74.5
22400,10452.5,952.5,703.5,457.5,230.5,74.5
22500,10456.0,956.5,706.5,460.5,233.5,75.5
22600,10462.5,962.5,713.5,465.5,238.5,78.5
22700,10473.0,973.5,724.0,476.5,247.5,83.5
22800,10480.5,980.5,730.5,484.5,252.5,86.5
22900,10476.0,976.5,726.5,480.0,249.5,84.5
23000,10484.0,984.5,734.5,487.5,256.5,88.5
23100,10478.5,978.5,729.5,482.0,251.5,85.5
23200,10474.5,974.5,725.5,478.5,248.5,83.5
23300,10475.0,975.5,725.5,479.5,248.5,84.5
23400,10473.5,973.5,724.5,478.5,247.5,83.5
23500,10472.0,972.5,722.5,476.0,246.5,82.5
23600,10478.5,978.5,729.0,480.5,251.5,85.5
23700,10481.5,981.5,732.5,485.5,254.5,87.5
23800,10479.5,980.0,730.5,483.5,252.5,86.5
23900,10478.0,978.5,728.5,481.5,251.5,85.5
24000,10478.5,979.5,729.5,483.5,251.5,86.5
24100,10474.0,974.5,725.5,478.0,248.5,84.5
24200,10472.0,972.5,722.5,476.5,246.5,83.5
24300,10474.5,974.5,725.5,477.5,248.5,84.5
24400,10474.5,975.0,725.5,477.5,248.5,84.5
24500,10467.5,967.5,718.5,471.5,242.5,81.5
24600,10465.0,965.5,715.5,469.5,240.5,79.5
24700,10459.5,959.5,710.5,463.0,235.5,77.5
24800,10462.5,963.0,713.5,466.5,238.5,78.5
24900,10463.0,963.5,713.5,467.5,238.5,78.5
25000,10467.5,967.5,718.5,472.5,242.5,80.5
25100,10471.0,971.5,722.0,474.5,245.5,82.5
25200,10471.5,971.5,722.5,476.5,245.5,82.5
25300,10467.5,968.0,718.5,472.5,242.5,80.5
25400,10465.5,966.0,716.5,471.0,241.0,80.5
25500,10466.0,966.5,716.5,470.5,241.5,80.5
25600,10463.0,963.5,714.0,467.5,238.5,78.5
25700,10464.5,965.5,715.5,468.5,240.5,79.5
25800,10465.5,966.0,716.5,469.5,241.0,80.5
25900,10462.5,962.5,713.5,465.5,238.5,78.5
26000,10465.5,966.5,716.5,470.5,241.5,80.5
26100,10460.0,960.5,710.5,464.5,236.5,77.5
26200,10459.5,960.0,710.5,463.5,235.5,77.5
26300,10456.5,957.0,707.5,461.5,233.5,76.5
26400,10463.0,963.5,714.0,467.0,238.5,78.5
26500,10461.0,961.5,711.5,464.5,237.5,78.5
26600,10461.0,961.5,711.5,463.5,237.5,77.5
26700,10464.5,964.5,715.5,468.5,240.5,79.5
26800,10467.5,968.0,718.5,471.5,242.5,80.5
26900,10463.5,963.5,714.5,468.5,239.5,79.5
27000,10458.0,958.5,708.5,462.5,234.5,76.5
27100,10458.0,958.5,709.5,461.5,234.5,76.5
27200,10464.0,964.5,714.5,468.5,239.5,79.5
27300,10462.0,962.5,712.5,466.5,237.5,78.5
27400,10460.0,960.5,711.5,463.5,236.5,77.5
27500,10457.5,957.5,708.0,461.5,234.5,76.5
27600,10454.5,954.5,705.5,458.5,231.5,75.5
27700,10450.5,950.5,701.5,454.5,228.5,73.5
27800,10438.0,938.5,689.5,442.5,218.5,68.5
27900,10442.0,942.5,693.0,445.5,221.5,69.5
28000,10443.0,943.5,694.5,447.5,222.5,70.5
28100,10441.5,942.0,692.5,446.5,221.5,69.5
28200,10444.0,944.5,694.5,448.5,222.5,70.5
28300,10433.5,933.5,684.5,437.5,214.5,66.5
28400,10440.5,940.5,691.5,446.5,220.5,69.5
28500,10440.0,940.5,690.5,445.5,219.5,68.5
28600,10437.0,937.5,687.5,442.5,217.5,67.5
28700,10442.0,942.5,692.5,447.5,221.5,69.5
28800,10440.0,940.5,691.5,444.5,220.0,69.5
28900,10446.0,946.5,697.0,451.5,224.5,71.5
29000,10445.0,945.5,696.5,449.5,224.5,71.5
29100,10441.5,942.0,692.5,445.5,221.5,69.5
29200,10443.0,943.5,693.5,447.5,222.5,70.5
29300,10449.0,949.5,700.0,452.5,227.5,72.5
29400,10449.5,949.5,700.5,454.5,227.5,73.5
29500,10445.5,945.5,696.5,450.0,224.5,71.5
29600,10440.0,940.5,690.5,445.0,219.5,69.5
29700,10440.0,940.5,691.5,444.5,219.5,69.5
29800,10444.0,944.5,694.5,448.5,223.5,70.5
29900,10443.5,943.5,694.5,448.5,222.5,70.5
30000,10444.0,944.5,694.5,448.5,223.5,70.5
30100,10440.5,941.5,691.5,445.5,220.5,69.5
30200,10433.5,934.0,684.5,440.5,214.5,66.5
30300,10435.5,935.5,686.5,440.0,215.5,66.5
30400,10431.5,932.0,682.5,436.5,212.5,65.5
30500,10431.5,932.0,683.0,438.0,213.0,65.0
30600,10427.0,927.0,677.5,432.0,209.0,63.0
30700,10425.5,926.0,676.5,430.5,208.5,63.5
30800,10425.0,925.5,676.5,430.5,208.0,63.5
30900,10430.0,930.5,680.5,435.5,211.5,64.5
31000,10427.0,927.5,678.0,433.5,209.5,63.5
31100,10427.0,927.5,678.5,432.5,209.5,63.5
31200,10430.5,931.5,681.5,436.5,212.5,65.5
31300,10422.5,923.5,673.5,427.5,206.5,62.5
31400,10425.5,926.0,676.5,430.5,208.5,63.5
31500,10426.5,926.5,677.5,431.5,209.0,63.5
31600,10428.5,929.5,679.5,433.5,210.5,64.5
31700,10430.0,930.5,680.5,434.5,211.5,64.5
31800,10432.0,932.5,683.0,437.5,213.5,65.5
31900,10432.0,932.5,683.5,437.5,213.5,65.5
32000,10433.0,933.5,683.5,438.5,214.5,66.5
32100,10429.5,929.5,680.5,436.5,211.5,64.5
32200,10427.0,927.0,678.0,431.0,209.0,63.0
32300,10428.0,928.5,678.5,433.5,210.5,64.5
32400,10431.5,932.0,682.5,436.5,212.5,65.5
32500,10430.5,931.0,681.5,437.5,212.5,65.5
32600,10437.0,937.5,687.5,440.5,217.5,67.5
32700,10439.0,939.5,690.0,443.5,218.5,68.5
32800,10439.0,939.5,690.0,442.5,219.0,68.5
32900,10440.5,941.0,691.5,446.0,220.5,69.5
33000,10440.0,940.5,691.0,444.5,219.5,68.5
33100,10436.5,937.5,687.5,441.5,217.5,67.5
33200,10435.0,935.5,686.5,440.5,216.5,67.5
33300,10438.5,939.0,689.5,443.5,218.5,68.5
33400,10438.0,938.5,689.5,442.5,218.5,68.5
33500,10436.5,936.5,686.5,441.5,216.5,67.5
33600,10433.5,934.0,684.5,437.5,214.5,66.5
33700,10425.0,925.5,676.0,430.5,208.5,63.5
33800,10434.0,934.5,685.5,439.5,215.5,66.5
33900,10434.0,934.5,684.5,439.5,215.5,66.5
34000,10434.5,935.5,685.5,439.5,215.5,66.5
34100,10435.0,935.5,686.5,441.5,216.5,67.5
34200,10429.0,929.5,679.5,435.5,210.5,64.5
34300,10430.0,930.5,680.5,436.0,211.5,65.0
34400,10427.5,928.5,678.5,432.5,210.5,64.5
34500,10438.0,938.5,688.5,442.5,218.5,68.5
34600,10438.0,938.5,689.5,443.5,218.5,68.5
34700,10435.5,935.5,686.5,440.5,216.5,67.5
34800,10437.5,938.0,688.5,444.5,218.5,68.5
34900,10438.5,938.5,689.5,443.0,218.5,68.5
35000,10437.0,937.5,687.5,440.5,217.5,67.5
35100,10440.0,940.5,691.5,445.5,220.5,69.5
35200,10439.0,939.5,689.5,443.5,219.5,68.5
35300,10442.5,943.0,693.5,446.5,222.5,70.5
35400,10442.5,943.5,693.5,446.5,222.5,70.5
35500,10443.5,944.0,694.5,448.5,222.5,70.5
35600,10450.5,950.5,701.5,454.5,228.5,73.5
35700,10447.5,947.5,698.5,453.5,226.0,72.5
35800,10446.0,946.5,696.5,450.5,224.5,71.5
35900,10441.5,942.5,692.5,447.5,221.5,69.5
36000,10441.0,941.5,692.5,445.5,220.5,69.5
36100,10442.0,942.5,692.5,446.5,221.5,69.5
36200,10443.5,943.5,694.5,448.5,222.5,70.5
36300,10442.5,942.5,693.5,447.5,222.0,70.5
36400,10452.0,952.5,703.5,456.5,229.5,73.5
36500,10445.0,945.5,696.5,449.0,224.5,71.5
36600,10447.5,947.5,698.5,451.5,226.5,72.5
36700,10449.5,950.0,700.5,455.5,227.5,73.5
36800,10445.5,946.5,696.5,449.5,224.5,71.5
36900,10446.0,946.5,697.0,451.5,224.5,71.5
37000,10448.0,948.5,698.5,452.5,226.5,72.5
37100,10454.5,955.5,705.5,459.5,231.5,75.5
37200,10449.5,949.5,700.5,453.5,227.5,73.5
37300,10451.0,951.5,702.5,455.5,228.5,73.5
37400,10456.0,956.5,706.5,459.5,232.5,75.5
37500,10457.0,957.5,707.5,461.5,233.5,76.5
37600,10457.5,957.5,708.5,461.5,234.5,76.5
37700,10457.5,957.5,708.5,462.5,234.5,76.5
37800,10455.0,955.5,705.5,458.5,232.5,75.5
37900,10451.5,952.0,702.5,455.5,229.5,73.5
38000,10450.5,950.5,701.5,455.5,228.5,73.5
38100,10448.0,948.5,699.0,453.0,226.5,72.5
38200,10445.0,945.5,696.0,451.5,224.5,71.5
38300,10451.0,951.5,701.5,455.5,229.5,73.5
38400,10452.0,952.5,703.0,455.5,229.5,74.5
38500,10453.0,953.5,703.5,456.5,230.5,74.5
38600,10447.5,947.5,698.5,452.5,226.5,72.5
38700,10447.0,947.5,697.5,451.5,225.5,72.5
38800,10446.5,946.5,697.5,451.5,225.5,72.5
38900,10444.5,945.0,695.5,449.5,224.0,71.5
39000,10441.5,942.0,692.5,446.5,221.5,70.5
39100,10446.5,946.5,697.5,451.5,225.5,71.5
39200,10452.5,953.0,703.5,456.0,230.5,74.5
39300,10457.0,957.5,707.5,460.5,233.5,76.5
39400,10455.0,955.5,705.5,458.5,232.5,75.5
39500,10454.0,954.5,704.5,459.5,231.5,75.5
39600,10452.5,953.5,703.5,457.5,230.5,74.5
39700,10453.5,954.0,704.5,458.0,231.5,75.5
39800,10448.5,948.5,699.5,453.5,227.5,72.5
39900,10450.5,951.0,701.5,456.5,228.5,73.5
40000,10449.5,949.5,700.5,453.5,227.5,73.5
40100,10448.0,948.5,698.5,451.5,226.5,72.5
40200,10448.0,948.5,699.5,453.5,226.5,72.5
40300,10444.5,945.0,695.5,449.5,223.5,71.5
40400,10445.0,945.5,696.5,448.5,224.5,71.5
40500,10441.0,941.5,692.0,445.5,220.5,69.5
40600,10437.5,937.5,688.5,441.5,217.5,68.5
40700,10437.0,937.5,687.5,441.5,217.5,68.5
40800,10435.0,935.5,685.5,439.5,215.5,67.5
40900,10434.0,934.0,684.0,437.0,215.0,66.0
41000,10437.5,937.5,688.5,442.5,218.0,68.5
41100,10431.0,931.0,682.0,435.0,212.0,65.0
41200,10431.5,931.5,682.5,436.0,213.5,65.5
41300,10430.5,930.5,681.5,435.5,212.5,65.5
41400,10435.5,935.0,686.0,440.0,216.0,67.0
41500,10437.5,937.5,688.5,443.5,218.5,68.5
41600,10432.0,932.0,682.5,436.5,213.5,66.5
41700,10433.5,933.5,684.5,437.5,214.5,66.5
41800,10431.5,931.5,682.5,436.5,213.5,65.5
41900,10425.0,925.5,676.5,428.5,208.5,63.5
42000,10429.0,928.5,680.0,433.0,211.0,64.0
42100,10423.0,923.5,673.5,430.5,206.5,62.5
42200,10421.5,922.0,672.5,426.5,205.5,62.5
42300,10423.5,924.5,674.5,429.5,207.5,63.5
42400,10424.0,924.5,675.5,429.5,207.5,63.5
42500,10425.0,925.5,675.5,430.5,208.5,63.5
42600,10419.5,919.5,670.5,424.5,204.0,61.5
42700,10414.5,914.5,665.5,419.5,200.5,59.5
42800,10413.0,913.5,664.5,418.5,198.5,59.5
42900,10414.0,914.5,665.0,420.5,199.5,59.5
43000,10414.0,914.5,665.5,420.5,199.5,59.5
43100,10414.0,914.5,665.0,419.5,199.5,59.5
43200,10415.5,916.5,666.5,420.5,200.5,59.5
43300,10418.0,918.5,669.5,424.5,202.5,60.5
43400,10415.5,916.0,666.5,422.5,200.5,59.5
43500,10415.5,916.5,666.5,420.5,201.0,60.5
43600,10417.5,918.0,668.5,423.5,202.5,60.5
43700,10419.0,919.5,670.5,423.5,203.5,61.5
43800,10417.5,917.5,669.5,422.5,202.5,60.5
43900,10419.5,919.5,670.5,424.5,203.5,61.5
44000,10424.0,924.5,674.5,430.5,207.5,63.5
44100,10419.0,919.5,670.5,424.0,203.5,61.5
44200,10413.0,913.5,663.5,419.5,198.5,58.5
44300,10418.0,918.5,668.5,422.5,202.5,60.5
44400,10419.5,919.5,670.5,425.5,203.5,61.5
44500,10425.0,925.5,676.5,431.5,208.5,63.5
44600,10424.0,924.5,674.5,428.5,207.5,63.5
44700,10421.0,921.5,672.5,426.0,205.5,61.5
44800,10420.5,920.5,671.5,426.0,204.5,61.5
44900,10420.0,920.5,670.5,424.5,204.5,61.5
45000,10418.0,918.5,668.5,423.5,202.5,60.5
45100,10417.5,917.5,668.5,422.5,202.5,60.5
45200,10424.0,924.5,674.5,430.5,207.5,62.5
45300,10423.0,923.5,673.5,430.0,206.5,62.5
45400,10417.5,917.5,668.5,423.5,202.5,60.5
45500,10419.0,919.5,670.5,425.5,203.5,60.5
45600,10421.5,922.5,672.5,428.5,205.5,62.5
45700,10417.5,918.0,669.0,424.5,202.5,60.5
45800,10420.5,920.5,671.5,427.5,204.5,61.5
45900,10419.5,919.5,671.0,426.5,203.5,61.5
46000,10417.5,917.5,668.5,421.5,202.5,60.5
46100,10420.5,920.5,671.0,425.0,204.0,61.0
46200,10417.0,917.5,667.5,423.5,201.5,60.5
46300,10419.0,919.5,670.0,424.5,203.5,61.5
46400,10421.5,921.5,672.5,427.5,205.5,62.0
46500,10422.5,923.5,673.5,428.5,206.5,62.5
46600,10433.0,933.5,683.5,437.5,214.5,66.5
46700,10430.0,930.5,681.5,434.5,212.5,65.5
46800,10426.5,926.5,677.5,431.5,209.5,63.5
46900,10420.5,920.5,671.5,426.0,204.5,61.5
47000,10419.5,919.5,671.0,426.0,203.5,61.5
47100,10418.0,918.5,669.0,423.5,202.5,60.5
47200,10418.0,918.5,669.5,424.5,202.5,60.5
47300,10417.0,917.0,667.5,421.5,201.5,60.5
47400,10418.0,918.5,668.5,423.5,202.5,60.5
47500,10417.0,917.5,667.5,422.5,201.5,60.5
47600,10413.5,914.0,664.5,419.5,199.5,58.5
47700,10416.5,916.5,667.5,421.0,201.5,59.5
47800,10414.0,914.5,665.5,421.0,199.5,59.5
47900,10411.5,911.5,662.5,417.5,197.5,58.5
48000,10412.5,912.5,663.5,418.5,198.5,58.5
48100,10401.5,902.0,652.5,406.5,189.5,54.5
48200,10400.0,900.5,651.5,405.5,188.5,54.5
48300,10406.0,906.0,656.0,412.0,193.0,56.0
48400,10408.0,908.5,659.5,413.5,194.5,56.5
48500,10407.0,907.5,658.0,412.5,194.5,56.5
48600,10404.5,904.5,655.0,409.0,192.0,55.0
48700,10402.0,902.5,653.5,408.5,190.5,54.5
48800,10397.0,897.5,648.5,404.5,186.5,53.5
48900,10394.5,894.5,645.5,401.5,184.5,52.5
