timestamp,VOLCANIC_ROCK,VOLCANIC_ROCK_VOUCHER_9500,VOLCANIC_ROCK_VOUCHER_9750,VOLCANIC_ROCK_VOUCHER_10000,VOLCANIC_ROCK_VOUCHER_10250,VOLCANIC_ROCK_VOUCHER_10500
7700,10228.5,728.5,480.5,241.5,67.5,9.5
7800,10228.5,729.0,479.5,240.5,68.5,9.5
7900,10231.5,732.5,482.5,244.5,69.5,9.5
8000,10230.5,730.5,482.5,244.5,68.5,9.5
8100,10231.5,731.5,482.5,242.5,69.5,9.5
8200,10232.0,732.5,483.5,244.5,69.5,9.5
8300,10230.5,731.5,482.5,245.5,68.5,9.5
8400,10230.0,730.5,481.5,243.5,68.5,9.5
8500,10231.5,731.5,483.5,243.5,69.5,9.5
8600,10229.5,729.5,480.5,241.5,68.5,9.5
8700,10228.5,728.5,479.5,239.5,67.5,9.5
8800,10228.0,728.5,479.5,242.5,67.5,9.5
8900,10228.0,728.5,479.5,240.5,67.5,9.5
9000,10228.5,728.5,479.5,240.5,67.5,9.5
9100,10228.5,729.0,480.5,243.5,67.5,9.5
9200,10226.5,727.5,478.5,242.0,67.5,9.5
9300,10225.5,725.5,477.5,237.5,66.5,9.5
9400,10222.5,722.0,474.0,234.0,65.0,9.0
9500,10224.0,724.5,475.5,237.5,65.5,9.5
9600,10222.0,722.0,473.5,236.5,64.5,9.5
9700,10225.5,725.5,477.5,238.5,66.5,9.5
9800,10222.5,722.5,474.0,237.5,65.5,9.5
9900,10224.5,724.5,475.5,236.5,66.5,9.5
10000,10224.0,724.5,475.5,236.5,65.5,9.5
10100,10223.5,723.5,474.5,234.5,65.5,9.5
10200,10223.0,723.5,474.5,235.5,65.5,9.5
10300,10218.5,719.0,470.0,230.5,63.5,8.5
10400,10219.5,719.5,470.5,233.5,63.5,8.5
10500,10214.0,714.5,465.5,228.5,61.5,8.5
10600,10214.0,714.5,465.5,229.5,61.5,8.5
10700,10215.0,715.5,466.5,229.5,61.5,8.5
10800,10214.0,714.5,465.5,230.5,61.5,8.5
10900,10214.0,714.5,465.5,230.5,61.5,8.5
11000,10214.0,714.5,465.5,228.5,61.5,8.5
11100,10214.5,714.5,466.0,228.5,61.5,8.5
11200,10215.0,715.5,466.5,230.5,61.5,8.5
11300,10212.0,712.5,463.5,227.5,60.5,8.5
11400,10211.5,711.5,462.5,226.5,60.5,8.5
11500,10210.0,710.5,461.5,227.5,59.5,8.5
11600,10208.5,709.0,460.5,223.5,59.5,7.5
11700,10207.5,708.0,458.5,224.5,58.5,7.5
11800,10208.0,708.5,459.5,224.5,58.5,7.5
11900,10210.5,710.5,462.5,226.5,59.5,8.5
12000,10211.0,711.5,463.5,224.5,60.5,8.5
12100,10205.5,706.0,457.5,220.5,57.5,7.5
12200,10206.0,706.5,457.5,221.5,57.5,7.5
12300,10202.0,702.5,453.5,217.5,56.5,7.5
12400,10200.5,700.5,451.5,215.5,55.5,7.5
12500,10199.0,699.5,451.5,215.5,55.5,7.5
12600,10199.5,699.5,451.0,216.5,55.5,7.5
12700,10201.5,702.5,452.5,215.5,56.5,7.5
12800,10203.0,703.5,454.5,219.5,56.5,7.5
12900,10203.5,703.5,455.5,218.5,56.5,7.5
13000,10203.0,703.5,454.5,218.5,56.5,7.5
13100,10204.0,704.5,455.5,221.5,57.5,7.5
13200,10200.5,700.5,452.0,217.5,55.5,7.5
13300,10200.0,700.5,452.5,217.5,55.5,7.5
13400,10199.5,699.5,452.5,217.5,55.5,7.5
13500,10198.5,699.5,451.5,214.5,54.5,7.5
13600,10201.5,702.5,453.5,217.5,56.5,7.5
13700,10200.0,700.5,451.5,216.5,55.5,7.5
13800,10199.5,699.5,451.0,215.5,55.5,7.5
13900,10200.5,700.5,452.5,219.5,55.5,7.5
14000,10198.0,698.5,449.5,215.0,54.5,7.5
14100,10194.0,694.5,445.5,210.5,53.5,6.5
14200,10193.5,693.5,445.0,214.0,52.5,6.5
14300,10192.0,692.5,444.5,210.5,52.5,6.5
14400,10190.5,690.5,442.5,206.5,51.5,6.5
14500,10192.0,692.5,443.5,208.5,52.5,6.5
14600,10192.5,692.5,444.5,207.5,52.5,6.5
14700,10195.0,695.0,446.5,210.5,53.5,7.5
14800,10197.0,697.5,447.5,214.5,54.5,7.5
14900,10195.5,695.5,446.5,211.5,53.5,7.5
15000,10197.5,697.0,449.0,212.0,54.0,7.0
15100,10197.0,697.5,448.5,213.5,54.5,7.5
15200,10195.0,695.5,446.5,215.5,53.5,7.5
15300,10195.0,695.5,446.5,211.5,53.5,7.5
15400,10191.5,691.5,443.5,210.5,52.5,6.5
15500,10192.5,692.5,444.5,209.5,52.5,6.5
15600,10191.0,691.5,443.5,209.5,51.5,6.5
15700,10190.0,690.5,442.5,206.5,51.5,6.5
15800,10190.5,691.0,442.5,209.5,51.5,6.5
15900,10192.0,692.5,443.5,209.5,52.5,6.5
16000,10192.5,692.5,444.5,211.5,52.5,6.5
16100,10192.5,692.5,444.5,209.5,52.5,6.5
16200,10190.0,690.5,441.5,208.5,51.5,6.5
16300,10192.0,692.5,444.5,210.5,52.5,6.5
16400,10192.0,692.5,443.5,211.5,52.5,6.5
16500,10192.5,692.5,444.5,210.5,52.5,6.5
16600,10190.5,691.5,442.5,208.5,51.5,6.5
16700,10190.0,690.5,442.5,206.5,51.5,6.5
16800,10193.0,693.5,444.5,210.5,52.5,6.5
16900,10193.5,694.5,445.5,213.5,52.5,6.5
17000,10195.5,696.0,447.5,213.5,53.5,7.5
17100,10195.0,695.5,446.5,210.5,53.5,6.5
17200,10194.5,694.5,445.5,211.5,53.5,6.5
17300,10195.5,695.5,446.5,215.5,53.5,6.5
17400,10194.5,695.0,446.5,210.5,53.5,6.5
17500,10199.5,699.5,450.5,216.5,55.5,7.5
17600,10200.5,700.5,452.5,218.5,55.5,7.5
17700,10200.5,700.5,452.5,215.5,55.5,7.5
17800,10198.5,698.5,450.5,217.5,54.5,7.5
17900,10198.0,698.5,449.5,216.5,54.5,7.5
18000,10199.0,699.5,450.5,215.5,54.5,7.5
18100,10201.5,701.5,453.5,217.5,55.5,7.5
18200,10204.0,704.0,455.5,220.5,56.5,7.5
18300,10201.5,701.5,452.5,217.5,55.5,7.5
18400,10198.0,698.5,449.5,213.5,54.5,7.5
18500,10198.5,698.5,450.5,215.5,54.5,7.5
18600,10196.5,696.5,448.5,213.5,53.5,7.5
18700,10198.0,698.5,449.5,215.5,54.5,7.5
18800,10202.5,702.5,454.5,220.5,56.5,7.5
18900,10201.0,701.5,453.0,216.5,55.5,7.5
19000,10201.5,701.5,453.5,216.5,55.5,7.5
19100,10201.5,702.0,452.5,214.5,55.5,7.5
19200,10200.5,701.0,452.5,219.5,55.5,7.5
19300,10198.5,698.5,450.5,215.5,54.5,7.5
19400,10201.0,701.5,452.5,219.5,55.5,7.5
19500,10203.0,703.5,454.5,218.5,56.5,7.5
19600,10203.5,703.5,454.5,222.5,56.5,7.5
19700,10202.5,702.5,453.5,219.5,56.5,7.5
19800,10204.5,704.5,455.5,221.5,57.5,7.5
19900,10204.0,704.5,455.5,221.5,56.5,7.5
20000,10203.5,704.5,455.5,218.5,56.5,7.5
20100,10202.5,702.5,454.5,220.5,56.5,7.5
20200,10202.5,703.5,454.5,217.5,56.5,7.5
20300,10201.5,702.0,453.5,218.5,55.5,7.5
20400,10200.5,700.5,452.0,215.5,55.5,7.5
20500,10203.5,703.5,455.0,217.5,56.5,7.5
20600,10203.0,703.5,454.5,218.5,56.5,7.5
20700,10201.5,701.5,453.5,218.5,56.0,7.5
20800,10201.5,702.0,453.5,217.5,55.5,7.5
20900,10201.5,702.5,453.5,217.5,56.5,7.5
21000,10201.0,701.5,452.5,217.5,55.5,7.5
21100,10203.0,703.5,454.5,219.5,56.5,7.5
21200,10206.5,706.5,458.0,222.5,57.5,7.5
21300,10206.0,706.5,457.5,221.5,57.5,7.5
21400,10204.0,704.5,455.5,218.5,57.5,7.5
21500,10208.5,708.5,460.5,222.5,58.5,7.5
21600,10208.5,708.5,460.5,222.5,58.5,7.5
21700,10207.5,708.0,459.5,222.5,58.5,7.5
21800,10207.0,707.5,458.5,222.5,58.5,7.5
21900,10207.0,707.5,459.5,220.5,58.5,7.5
22000,10213.5,713.5,465.0,229.5,60.5,8.5
22100,10213.5,713.5,465.5,226.5,60.5,8.5
22200,10212.0,712.5,463.5,225.5,60.5,8.5
22300,10213.5,713.5,464.5,226.5,60.5,8.5
22400,10211.5,712.0,463.5,223.5,60.5,8.5
22500,10212.5,712.5,464.5,229.5,60.5,8.5
22600,10210.5,711.0,462.5,226.5,59.5,8.5
22700,10210.5,710.5,461.5,225.5,59.5,8.5
22800,10209.0,709.5,460.5,222.5,59.5,7.5
22900,10210.5,711.0,462.5,226.5,59.5,8.5
23000,10210.5,710.5,461.5,226.5,59.5,8.5
23100,10210.5,710.5,461.5,224.5,59.5,8.5
23200,10209.5,709.5,460.5,223.5,59.5,7.5
23300,10210.5,710.5,461.5,225.5,59.5,8.5
23400,10209.5,709.5,460.5,225.5,59.5,7.5
23500,10207.0,707.0,458.5,221.5,58.5,7.5
23600,10208.0,708.5,459.5,222.5,58.5,7.5
23700,10208.0,708.5,459.5,223.5,58.5,7.5
23800,10208.5,708.5,459.5,223.5,58.5,7.5
23900,10206.5,706.5,458.5,221.0,57.5,7.5
24000,10207.0,707.5,459.5,221.5,58.5,7.5
24100,10201.5,701.5,453.5,217.5,55.5,7.5
24200,10197.5,697.5,448.5,215.5,54.5,7.5
24300,10198.0,698.5,449.5,215.5,54.5,7.5
24400,10196.0,696.5,448.5,215.5,53.5,7.5
24500,10197.5,697.5,449.5,215.5,54.5,7.5
24600,10196.0,696.5,447.5,213.5,53.5,7.5
24700,10197.0,697.5,447.5,211.5,54.5,7.5
24800,10196.5,696.5,448.5,212.5,54.5,7.5
24900,10196.0,696.5,447.5,213.5,53.5,7.5
25000,10197.5,697.5,448.5,216.5,54.5,7.5
25100,10197.0,697.5,448.5,216.0,54.5,7.5
25200,10195.0,695.5,446.5,215.5,53.5,7.5
25300,10192.5,693.0,444.5,208.5,52.5,6.5
25400,10193.0,693.5,444.0,210.5,52.5,6.5
25500,10193.0,693.5,444.5,211.5,52.5,6.5
25600,10194.5,695.0,446.5,214.5,53.5,7.5
25700,10192.5,693.0,443.5,212.5,52.5,6.5
25800,10193.5,694.5,445.5,211.5,52.5,6.5
25900,10196.0,696.5,447.5,211.5,53.5,7.5
26000,10197.0,697.5,448.5,214.5,54.5,7.5
26100,10197.5,698.5,449.5,216.5,54.5,7.5
26200,10201.0,701.5,452.0,217.5,55.5,7.5
26300,10199.0,699.5,450.5,216.5,55.5,7.5
26400,10202.5,702.5,453.5,214.5,56.5,7.5
26500,10202.0,702.5,453.5,219.5,56.5,7.5
26600,10200.0,700.5,452.5,215.5,55.5,7.5
26700,10200.0,700.5,451.5,216.5,55.5,7.5
26800,10200.0,700.5,451.5,216.5,55.5,7.5
26900,10201.0,701.5,452.5,214.5,55.5,7.5
27000,10201.0,701.5,452.5,216.5,55.5,7.5
27100,10201.5,701.5,453.5,218.5,55.5,7.5
27200,10201.5,701.5,453.5,217.5,55.5,7.5
27300,10200.0,700.5,452.5,215.5,55.5,7.5
27400,10201.5,701.5,453.5,216.5,55.5,7.5
27500,10203.0,703.5,454.5,218.5,56.5,7.5
27600,10200.0,700.5,451.5,216.5,55.5,7.5
27700,10200.5,700.5,451.5,215.5,55.5,7.5
27800,10196.5,696.5,448.5,216.5,53.5,7.5
27900,10196.5,696.5,448.5,213.5,53.5,7.5
28000,10196.5,697.0,448.5,212.5,53.5,7.5
28100,10197.0,697.5,448.5,213.5,54.5,7.5
28200,10194.5,694.5,446.5,213.0,53.5,6.5
28300,10194.0,694.5,445.5,211.5,52.5,6.5
28400,10193.5,694.0,445.5,211.5,52.5,6.5
28500,10194.0,694.5,445.5,211.5,52.5,6.5
28600,10191.0,691.5,442.5,210.5,51.5,6.5
28700,10189.0,689.5,440.5,206.5,50.5,6.5
28800,10186.5,687.0,439.0,207.5,49.5,6.5
28900,10185.0,685.5,437.5,201.5,49.5,6.5
29000,10188.0,688.5,439.5,205.5,50.5,6.5
29100,10186.5,686.5,438.5,202.5,49.5,6.5
29200,10187.5,688.5,439.5,207.5,50.5,6.5
29300,10188.0,688.5,440.5,204.5,50.5,6.5
29400,10188.5,688.5,440.0,206.5,50.5,6.5
29500,10188.0,688.0,439.0,205.0,50.0,6.0
29600,10187.0,687.5,438.5,204.5,50.5,6.5
29700,10190.5,690.5,442.5,206.5,51.5,6.5
29800,10189.5,689.5,441.5,206.5,51.5,6.5
29900,10189.5,689.5,441.5,206.5,51.5,6.5
30000,10189.0,689.5,440.5,206.5,50.5,6.5
30100,10188.5,689.0,441.5,205.5,50.5,6.5
30200,10188.5,688.5,440.5,203.5,50.5,6.5
30300,10187.0,687.5,438.5,203.5,50.5,6.5
30400,10184.5,684.5,436.5,200.5,49.5,6.5
30500,10183.5,684.0,435.5,201.5,48.5,6.5
30600,10184.0,684.5,435.5,198.5,49.5,6.5
30700,10184.0,684.5,435.5,201.5,49.5,6.5
30800,10184.0,684.5,435.5,203.5,49.5,6.5
30900,10183.5,684.0,435.5,201.5,48.5,6.5
31000,10184.0,684.5,435.5,205.5,49.5,6.5
31100,10183.0,683.5,435.5,200.5,48.5,6.5
31200,10182.0,682.5,433.5,199.5,48.5,6.5
31300,10179.5,680.0,431.0,198.5,47.5,6.5
31400,10182.5,682.5,434.5,199.5,48.5,6.5
31500,10182.5,682.5,434.5,200.5,48.5,6.5
31600,10183.5,683.5,435.5,205.5,48.5,6.5
31700,10182.0,682.5,433.5,200.5,48.5,6.5
31800,10182.0,682.5,435.5,200.5,48.5,6.5
31900,10181.0,681.5,432.5,200.5,47.5,6.5
32000,10180.0,680.5,431.5,200.5,47.5,6.5
32100,10177.0,677.5,428.5,195.5,46.5,5.5
32200,10178.0,678.5,429.5,198.5,46.5,5.5
32300,10177.5,678.5,429.5,197.5,46.5,5.5
32400,10177.5,677.5,428.5,197.5,46.5,5.5
32500,10179.0,679.5,431.5,197.5,47.5,5.5
32600,10181.5,681.5,433.5,201.5,48.5,6.5
32700,10184.5,684.5,436.5,201.5,49.5,6.5
32800,10186.5,687.0,438.5,204.5,49.5,6.5
32900,10189.5,689.5,441.5,204.5,51.5,6.5
33000,10191.0,691.5,442.5,205.5,51.5,6.5
33100,10191.0,691.5,442.5,205.5,51.5,6.5
33200,10193.0,693.5,444.5,208.5,52.5,6.5
33300,10192.5,692.5,444.5,209.5,52.5,6.5
33400,10190.5,690.5,441.5,208.5,51.5,6.5
33500,10193.5,693.5,444.5,212.5,52.5,6.5
33600,10191.5,692.5,442.5,209.5,51.5,6.5
33700,10193.0,693.5,444.5,210.5,52.5,6.5
33800,10196.0,696.5,447.5,213.5,53.5,6.5
33900,10196.5,696.5,448.5,213.5,53.5,6.5
34000,10195.0,695.5,446.5,214.5,53.5,6.5
34100,10194.0,694.5,445.5,212.5,52.5,6.5
34200,10193.0,693.5,445.0,210.5,52.5,6.5
34300,10193.0,693.5,444.5,209.5,52.5,6.5
34400,10195.5,695.5,447.5,212.5,53.5,6.5
34500,10194.0,694.5,445.5,209.5,52.5,6.5
34600,10191.5,691.5,443.5,207.5,51.5,6.5
34700,10191.0,691.5,442.5,210.5,51.5,6.5
34800,10191.5,691.0,442.0,208.0,51.0,6.0
34900,10192.5,692.5,444.5,209.5,52.5,6.5
35000,10190.5,691.5,442.5,207.5,51.5,6.5
35100,10191.0,691.5,443.5,206.5,51.5,6.5
35200,10190.5,690.5,442.5,206.5,51.5,6.5
35300,10191.5,691.5,443.5,210.5,51.5,6.5
35400,10193.0,693.5,445.5,210.5,52.5,6.5
35500,10192.0,692.5,443.5,207.5,52.5,6.5
35600,10193.5,693.0,445.0,209.0,52.0,6.0
35700,10194.0,694.5,445.5,210.5,52.5,6.5
35800,10193.0,693.5,445.5,208.5,52.5,6.5
35900,10191.0,691.5,442.5,208.5,51.5,6.5
36000,10190.0,690.5,442.0,205.5,51.5,6.5
36100,10190.5,691.0,443.5,209.5,51.5,6.5
36200,10192.5,693.0,444.5,209.5,52.5,6.5
36300,10193.5,693.5,445.5,210.5,52.5,6.5
36400,10189.0,689.5,441.0,205.5,50.5,6.5
36500,10190.5,690.5,442.5,208.0,51.5,6.5
36600,10188.5,688.5,440.5,206.5,50.5,6.5
36700,10190.0,690.5,441.5,208.5,51.5,6.5
36800,10191.5,691.0,443.0,210.0,51.0,6.0
36900,10191.5,692.0,443.5,209.5,51.5,6.5
37000,10194.0,694.5,446.5,210.5,52.5,6.5
37100,10194.0,694.5,446.5,212.5,52.5,6.5
37200,10194.0,694.5,445.5,209.5,52.5,6.5
37300,10193.5,693.5,445.5,211.5,52.5,6.5
37400,10192.5,692.5,444.5,207.5,52.5,6.5
37500,10192.0,692.5,444.0,210.5,52.5,6.5
37600,10192.5,692.5,444.5,211.5,52.5,6.5
37700,10193.5,694.0,445.5,211.5,52.5,6.5
37800,10192.0,692.5,443.5,211.5,52.5,6.5
37900,10193.0,693.5,444.5,207.5,52.5,6.5
38000,10192.0,692.5,443.5,207.5,52.5,6.5
38100,10193.5,693.5,445.5,213.5,52.5,6.5
38200,10192.5,693.5,444.5,209.5,52.5,6.5
38300,10191.0,691.5,442.5,206.5,51.5,6.5
38400,10193.5,693.5,445.0,210.5,52.5,6.5
38500,10198.0,698.5,449.5,215.5,54.5,7.5
38600,10199.5,699.5,451.5,215.5,54.5,7.5
38700,10199.0,699.5,450.5,215.5,54.5,7.5
38800,10200.0,700.5,452.5,217.5,55.5,7.5
38900,10202.0,702.5,454.5,215.5,55.5,7.5
39000,10202.5,702.5,453.5,216.5,55.5,7.5
39100,10202.0,702.5,453.5,217.5,55.5,7.5
39200,10206.0,706.5,458.5,224.5,57.5,7.5
39300,10204.5,704.5,456.5,220.5,56.5,7.5
39400,10201.0,701.5,451.5,218.5,55.5,7.5
39500,10204.0,704.5,455.5,219.5,56.5,7.5
39600,10204.0,704.5,455.5,218.5,56.5,7.5
39700,10204.5,704.5,456.5,221.5,56.5,7.5
39800,10203.0,703.5,455.5,215.5,56.5,7.5
39900,10202.5,703.0,454.5,219.5,56.5,7.5
40000,10201.5,701.5,453.5,217.5,55.5,7.5
40100,10200.5,700.5,451.5,216.5,55.5,7.5
40200,10199.5,699.5,450.5,213.5,54.5,7.5
40300,10197.0,697.5,448.5,213.5,53.5,7.0
40400,10195.0,695.0,447.5,210.5,53.5,6.5
40500,10195.0,695.5,446.5,212.5,53.5,6.5
40600,10192.0,692.5,444.5,208.5,51.5,6.5
40700,10191.5,691.5,443.5,209.5,51.5,6.5
40800,10191.5,692.0,444.5,209.5,51.5,6.5
40900,10195.0,695.5,447.5,210.5,53.5,6.5
41000,10192.5,692.5,444.5,208.5,52.5,6.5
41100,10192.5,692.5,444.5,209.5,52.5,6.5
41200,10193.5,694.0,445.5,211.5,52.5,6.5
41300,10191.5,692.0,443.5,211.5,51.5,6.5
41400,10192.0,692.5,443.5,208.5,52.5,6.5
41500,10193.0,693.5,445.5,211.5,52.5,6.5
41600,10192.5,692.5,444.5,211.5,52.5,6.5
41700,10190.5,690.5,442.5,207.5,51.5,6.5
41800,10192.5,692.5,444.5,211.5,52.5,6.5
41900,10195.0,695.5,446.5,212.5,53.5,6.5
42000,10194.0,694.5,445.5,210.5,52.5,6.5
42100,10196.0,696.5,447.5,212.5,53.5,6.5
42200,10195.0,695.5,447.5,212.5,53.5,6.5
42300,10192.0,692.5,444.5,205.5,51.5,6.5
42400,10187.5,687.5,439.5,201.5,50.5,6.5
42500,10189.0,689.5,440.5,205.5,50.5,6.5
42600,10188.0,688.5,439.5,204.5,50.5,6.5
42700,10190.5,690.5,442.5,207.5,51.5,6.5
42800,10188.0,688.5,440.5,205.0,50.5,6.5
42900,10189.5,689.5,441.5,208.5,50.5,6.5
43000,10191.0,691.5,443.0,206.5,51.5,6.5
43100,10187.5,687.5,439.5,204.5,50.5,6.5
43200,10183.5,684.0,435.5,204.5,48.5,6.5
43300,10182.5,683.0,434.5,201.5,48.5,6.5
43400,10181.5,682.5,433.5,201.5,48.5,6.5
43500,10183.5,684.0,435.5,202.5,48.5,6.5
43600,10182.5,682.5,434.5,201.5,48.5,6.5
43700,10183.0,683.5,434.5,199.5,48.5,6.5
43800,10183.0,683.5,434.5,202.5,48.5,6.5
43900,10184.0,684.5,436.5,201.5,48.5,6.5
44000,10185.0,685.5,436.5,203.5,49.5,6.5
44100,10184.5,684.5,436.5,203.5,49.5,6.5
44200,10185.0,685.5,437.0,202.5,49.5,6.5
44300,10185.0,685.5,437.0,201.5,49.5,6.5
44400,10187.5,687.5,438.5,207.5,50.5,6.5
44500,10187.5,688.5,439.5,203.5,50.5,6.5
44600,10187.0,687.5,438.5,205.5,50.5,6.5
44700,10187.5,688.0,439.5,205.5,50.5,6.5
44800,10189.5,689.5,441.5,208.5,51.5,6.5
44900,10187.0,687.5,438.5,206.5,50.5,6.5
45000,10190.0,690.5,442.5,207.5,51.5,6.5
45100,10188.0,688.5,439.5,206.5,50.5,6.5
45200,10189.0,689.0,440.5,206.5,50.5,6.5
45300,10190.0,690.5,442.5,206.0,51.5,6.5
45400,10185.0,685.5,436.5,203.5,49.5,6.5
45500,10187.5,687.5,439.5,206.5,50.5,6.5
45600,10186.5,687.5,438.5,205.5,49.5,6.5
45700,10186.0,686.5,437.5,204.5,49.5,6.5
45800,10186.0,686.5,438.5,201.5,49.5,6.5
45900,10188.0,688.5,440.5,204.5,50.5,6.5
46000,10185.5,686.5,437.5,203.5,49.5,6.5
46100,10186.5,686.5,438.5,206.5,49.5,6.5
46200,10184.0,684.5,435.5,202.5,48.5,6.5
46300,10183.5,683.5,435.5,204.5,48.5,6.5
46400,10183.5,683.5,435.5,200.5,48.5,6.5
46500,10183.0,683.5,434.5,198.5,48.5,6.5
46600,10180.5,680.5,432.5,198.5,47.5,6.5
46700,10180.0,680.5,432.5,201.5,47.5,6.5
46800,10180.5,681.0,432.5,200.5,47.5,6.5
46900,10178.5,678.5,430.5,198.5,46.5,5.5
47000,10178.5,679.0,430.5,200.5,46.5,5.5
47100,10180.5,680.5,432.5,202.5,47.5,6.5
47200,10179.0,679.5,430.5,195.5,47.5,5.5
47300,10179.5,680.5,431.5,197.5,47.5,6.5
47400,10179.5,679.5,430.5,197.5,47.5,5.5
47500,10180.5,680.5,432.5,199.5,47.5,6.5
47600,10182.0,682.0,433.0,200.0,48.0,6.0
47700,10181.0,681.5,433.5,201.5,47.5,6.5
47800,10181.5,682.5,434.0,199.5,48.5,6.5
47900,10184.0,684.5,435.5,201.5,48.5,6.5
48000,10181.0,681.5,432.5,201.5,47.5,6.5
48100,10180.0,680.5,431.5,199.5,47.5,5.5
48200,10178.0,678.5,429.5,197.5,46.5,5.5
48300,10177.5,677.0,429.0,198.0,46.0,5.0
48400,10176.0,676.5,428.5,195.5,46.5,5.5
48500,10177.5,677.5,429.5,196.5,46.5,5.5
48600,10173.5,674.0,426.0,195.5,45.5,5.5
48700,10173.5,674.5,425.5,193.5,45.5,5.5
48800,10170.0,670.5,422.5,189.5,43.5,5.5
48900,10173.5,673.5,425.5,194.5,45.5,5.5
